device_id,gender,age,group
4929571508289548457,M,35,M32-38
7106533894475018295,M,35,M32-38
-6958120468133485782,F,26,F24-26
4120929051400684101,M,28,M27-28
3575108459582075357,M,43,M39+
8905569849024345746,M,29,M29-31
-2871259296703746182,M,29,M29-31
6323524817551850276,F,32,F29-32
-4082227942890751469,F,36,F33-42
5327787998522614876,M,31,M29-31
6873838308926667080,F,35,F33-42
7942919772422932759,F,26,F24-26
-583533125632822331,F,56,F43+
3252404035482286529,M,48,M39+
-7998763593579766984,F,28,F27-28
9049928589083588270,M,37,M32-38
7856679572435333590,M,37,M32-38
7251576594382154377,M,37,M32-38
-5385597452040554390,M,37,M32-38
-7710915119668209767,F,29,F29-32
5835351074739639967,M,39,M39+
-809185141858411671,M,41,M39+
3025695194415201846,M,33,M32-38
-6200149703479115978,M,37,M32-38
7174709370431772580,M,33,M32-38
5325736517439189107,M,33,M32-38
-2294508027235677080,M,33,M32-38
6907748615991202169,F,40,F33-42
7470322622568926397,M,39,M39+
-3465926353287964500,M,24,M23-26
1028677483498403685,F,28,F27-28
-9001796800131754748,M,44,M39+
3749101944882757775,F,50,F43+
-2655163329334167305,M,55,M39+
137953448239814154,M,28,M27-28
3526840225590786470,M,41,M39+
-4534714467002421802,F,42,F33-42
-9189729735194671691,F,42,F33-42
1363380990498141783,F,22,F23-
-4956334778296153209,M,25,M23-26
-469962076559509160,M,23,M23-26
6920370345335371763,M,26,M23-26
7000755147223975409,F,46,F43+
2232815715617172084,M,25,M23-26
-9122745692722607839,M,36,M32-38
4328707631396750340,F,26,F24-26
-8879972075568967700,M,31,M29-31
-3499000033715897952,M,25,M23-26
9085951900284054487,M,39,M39+
6936949576827916799,M,39,M39+
-603774875040636602,M,29,M29-31
-2334608009642450868,F,24,F24-26
-6388743130606527999,F,48,F43+
-5907175724283318540,F,63,F43+
-8825886058124894671,F,63,F43+
-666938450764881395,M,26,M23-26
-2194839647043381769,F,26,F24-26
-8430144461509867203,M,25,M23-26
6698561289832240945,M,45,M39+
9081625704312786020,F,53,F43+
4796553828552169678,M,25,M23-26
6185941339283557608,M,25,M23-26
-6457651094551011252,M,20,M22-
-1252711881798338917,F,28,F27-28
-8603744601454035760,F,19,F23-
7786229878932521393,M,26,M23-26
-6977452975440606476,M,26,M23-26
7196469794841452331,F,35,F33-42
157087291689855449,F,26,F24-26
5356915077246789389,M,29,M29-31
-5640927948534424193,M,31,M29-31
-6346850416963517356,M,34,M32-38
5909852774776896076,M,34,M32-38
3206375201168279031,M,26,M23-26
7070348133445100019,F,59,F43+
9139307496306295050,M,26,M23-26
5819324457178623596,M,27,M27-28
-6426529227423919343,M,27,M27-28
-4829711162066503076,M,30,M29-31
4795302975942085861,M,24,M23-26
-1435989815729831668,M,28,M27-28
-8003112597037962537,M,28,M27-28
356805775177717691,M,31,M29-31
-2590569812967012931,M,35,M32-38
-5042010361357943054,M,35,M32-38
8623661145524947689,F,32,F29-32
74422312220134224,F,32,F29-32
-7693222840161961584,F,32,F29-32
6639027535570161441,F,37,F33-42
2342147755571303152,M,42,M39+
-7675389737464097589,M,34,M32-38
6620266194423881138,M,32,M32-38
-5319135895654723883,F,35,F33-42
5569875936658743922,M,23,M23-26
7307376085712165966,F,41,F33-42
-3319918313820037924,F,32,F29-32
7161953216782724309,F,55,F43+
-884913075114520634,F,34,F33-42
1026809348871064138,F,34,F33-42
1508810997223164529,F,29,F29-32
600399581919247635,M,35,M32-38
-4382328915529245741,F,42,F33-42
-6908831760426519964,M,51,M39+
4518742213192340734,M,23,M23-26
6898859019422781497,F,34,F33-42
-6499838853200383748,F,47,F43+
5962497404172875521,M,46,M39+
-2831544170488235875,F,47,F43+
-3188872632060620116,M,45,M39+
-2355620978591328664,M,42,M39+
7236663065171992662,M,42,M39+
-779770284365574907,M,32,M32-38
-4909316833771658756,F,32,F29-32
7671563034824714062,F,48,F43+
-2510735448043269465,F,23,F23-
3742506267137950485,M,66,M39+
2659497934059884424,F,52,F43+
-2921182905465766991,M,36,M32-38
-9084591416718479475,M,31,M29-31
-1086950066179571212,M,38,M32-38
3249459585856593551,M,38,M32-38
3112198833518912639,M,25,M23-26
8618790186632442741,M,30,M29-31
8732716319029412447,M,32,M32-38
-2598396113499339904,F,56,F43+
-4100323779503553482,M,40,M39+
4027064778016184999,F,53,F43+
4614501649961248589,M,42,M39+
-955882523850651429,F,36,F33-42
-2355862744619143153,F,64,F43+
4211357974109992588,F,62,F43+
-2591418313859005299,F,41,F33-42
-7054367090355253339,F,30,F29-32
-9140013636518081016,M,35,M32-38
-8353592337947874466,M,45,M39+
-6403872615435488632,M,30,M29-31
4462504583555418464,M,34,M32-38
-7090340957114467593,M,44,M39+
5480523747861547125,M,44,M39+
1594334270446981764,M,44,M39+
-947350672051850304,M,44,M39+
-1799102761557166076,M,38,M32-38
-1440463266527035875,M,38,M32-38
-4540281663090394192,F,31,F29-32
3078125098164832636,M,34,M32-38
6462980700966551670,M,40,M39+
-6355539835232053670,M,47,M39+
-5402371144557889543,M,66,M39+
-3429730410904940218,F,31,F29-32
6588287214961767693,F,31,F29-32
5484690989940424646,M,33,M32-38
4371777645929856521,M,28,M27-28
6477382270056829741,M,33,M32-38
-6416643483634542513,F,59,F43+
-4109874144449141685,M,30,M29-31
-6895483139138854098,M,38,M32-38
2841146712137689573,M,51,M39+
8120716196246528244,M,34,M32-38
3098311932166707695,F,32,F29-32
5121355371439780876,F,31,F29-32
406898439444048601,F,44,F43+
1774480525462719370,F,26,F24-26
404370736191923559,M,26,M23-26
7307915610732339838,F,23,F23-
7773809107520762776,F,40,F33-42
-889837673763814719,M,32,M32-38
6922767014707658860,M,64,M39+
-7927795636389836635,M,44,M39+
1244027396183909098,F,62,F43+
-1493840558986073675,F,33,F33-42
-4777495117370207583,M,63,M39+
1998827839104670585,M,63,M39+
8350831880434604488,M,52,M39+
-5386049915853605970,F,38,F33-42
-1142636711281662420,M,39,M39+
-5066606866672810204,M,29,M29-31
-6034114534850651750,M,29,M29-31
-558812497213088034,M,29,M29-31
7606790864644249414,M,24,M23-26
388121472444668060,F,27,F27-28
-1314848437508623219,M,32,M32-38
-2666564106336083683,M,37,M32-38
671187700271966080,M,32,M32-38
4630073697404643918,M,32,M32-38
286763544293016409,M,27,M27-28
7515159941624534067,M,32,M32-38
475811513950619629,F,36,F33-42
-2857540452607789464,M,62,M39+
1679372221965181098,M,40,M39+
2124701335165491185,M,25,M23-26
5836474047481752428,M,31,M29-31
1980132509681560527,M,31,M29-31
-4640877245364985336,M,46,M39+
-7693817974868256195,M,22,M22-
-3563492102251464878,F,39,F33-42
-7695069206765721861,M,26,M23-26
-4130272671850203202,M,27,M27-28
-1488095649605583912,F,24,F24-26
5927878699497286753,M,30,M29-31
-1438495210756671488,M,27,M27-28
7429167508862348411,M,80,M39+
8200411629398275265,M,80,M39+
1514687049421970126,F,52,F43+
-8451023874076051079,F,52,F43+
-4970222711813661324,F,52,F43+
8796722915484843195,M,38,M32-38
9083612380997893080,M,27,M27-28
-7558649507117345005,F,25,F24-26
6024802971775623825,M,31,M29-31
-7055261158970746192,M,31,M29-31
5850256535500238675,M,31,M29-31
-6904065442736358591,M,31,M29-31
-8825851023640251144,M,37,M32-38
5449558478185256439,M,50,M39+
3704881224600545487,F,27,F27-28
-6227910496973455829,F,54,F43+
4464331155436080941,F,36,F33-42
8926301912230449246,F,27,F27-28
-2344146854628021451,M,27,M27-28
-2823030071365684879,F,26,F24-26
4434989391095324365,M,44,M39+
-1459124981034100018,F,68,F43+
-1957353233040993381,M,46,M39+
-5081353872768689115,M,47,M39+
-6775246372198097388,F,28,F27-28
-6072126131729622298,M,42,M39+
-2718595092884612229,F,26,F24-26
5018785331795385919,F,26,F24-26
-1867557450382750161,M,45,M39+
3102057860446227932,F,26,F24-26
7927388686517281348,F,27,F27-28
1628787282077698107,M,24,M23-26
-8885260196395045946,M,34,M32-38
7218984997763944750,F,50,F43+
7362361005256536426,F,35,F33-42
7876835721520915782,M,34,M32-38
-7481257557424090697,M,29,M29-31
-6389789511844356178,M,29,M29-31
524532987039413309,M,25,M23-26
6365026802122218942,F,26,F24-26
-5315143790964397445,F,66,F43+
9222849349208140841,M,23,M23-26
-4209013113298330970,M,40,M39+
-5982321512719182357,M,25,M23-26
8200689399183887265,M,28,M27-28
6795232839698622964,M,30,M29-31
-7737822648596832517,F,33,F33-42
-7376569064510524918,M,21,M22-
8956909548035574856,F,24,F24-26
-7653148637216429329,M,33,M32-38
-295967118071600117,M,30,M29-31
-6627696660633943119,M,29,M29-31
6108768442764151972,F,61,F43+
-3914808850207346881,M,19,M22-
2872768323745025830,M,34,M32-38
-8808539566779953396,M,22,M22-
2579239964658597359,F,28,F27-28
9218918161555692955,M,22,M22-
-1298569001643906219,M,22,M22-
-5820282116591189520,M,22,M22-
4036735082672006004,M,22,M22-
-434672924406895561,M,30,M29-31
1687796508455193224,M,28,M27-28
-7002489326446454579,M,28,M27-28
-7496467986183585953,M,25,M23-26
-1711926040602445692,M,37,M32-38
-1683619560746303089,F,30,F29-32
2361023653350055536,F,38,F33-42
9106560440142312420,M,23,M23-26
2941629289549358178,M,28,M27-28
5620718665222708037,M,29,M29-31
8913048668031289211,F,28,F27-28
1599187184391919748,F,28,F27-28
5703540261836883876,M,38,M32-38
1686263727319391736,M,26,M23-26
4165466851469190740,M,26,M23-26
2737569108133221147,F,29,F29-32
6306764469292716089,F,29,F29-32
-3233077814396192358,M,35,M32-38
4336921474555880762,M,35,M32-38
5417441455611167050,F,28,F27-28
3559049725405412047,M,50,M39+
-2458398424579837823,F,30,F29-32
1033304545489593514,M,25,M23-26
-3512560832555327527,M,28,M27-28
5295727074975263556,M,28,M27-28
-1612819967682915902,M,28,M27-28
6864912994890221960,M,42,M39+
-6450785014714956462,F,31,F29-32
-6066871364815116088,M,34,M32-38
8503562951090045344,M,34,M32-38
6995178142677345545,M,28,M27-28
5730165107950818826,M,31,M29-31
-6668339659700422882,M,23,M23-26
-3400396759776213847,M,26,M23-26
3145649548720073831,M,24,M23-26
-2398590278117910416,F,34,F33-42
-150345202253366112,M,23,M23-26
-8647434692541379732,F,35,F33-42
-5107219222675135168,M,16,M22-
8712294427247713176,M,45,M39+
816987888193076091,M,28,M27-28
4737428035053268002,F,30,F29-32
9105077357794484164,M,28,M27-28
7741151194547459231,M,25,M23-26
-7192251825933631392,M,27,M27-28
-8051114551769374646,M,22,M22-
-8992612743482978494,F,28,F27-28
6005782226567420264,F,29,F29-32
1707000895296322774,F,29,F29-32
-904086202330181211,M,27,M27-28
8198131517834859637,F,46,F43+
4487243777869719616,F,38,F33-42
4695295443889923354,F,28,F27-28
-8553753219709564377,M,56,M39+
2784849792271476698,F,24,F24-26
4422090580119777732,F,40,F33-42
-4157986267512566768,F,34,F33-42
-3750103569643759766,F,26,F24-26
3344501445859036052,F,22,F23-
-7944792375759424570,F,36,F33-42
1003575923008116648,M,25,M23-26
2720470736378306959,M,30,M29-31
-8806776114222984660,M,32,M32-38
-4804642238339317276,F,33,F33-42
-369292203062023998,M,60,M39+
4805252359623523076,M,22,M22-
-3015000207194553390,M,22,M22-
-5019496702334042110,F,20,F23-
-4477976218669875360,F,28,F27-28
-5903936466073176345,F,20,F23-
-6269363482842960450,F,60,F43+
-838282031375157477,M,27,M27-28
8418550075947015566,M,28,M27-28
-5885927187168263220,M,21,M22-
-7012670624819187730,M,25,M23-26
4521207996575769930,M,33,M32-38
-5432620917677735312,F,29,F29-32
4757980413852590805,F,26,F24-26
4131274572068248708,F,26,F24-26
5016034799620345664,M,22,M22-
8012710953286953219,F,21,F23-
-7268636272189839892,M,30,M29-31
-6200616715084698910,F,26,F24-26
-2614771248753058008,M,21,M22-
-8600956854184382228,M,25,M23-26
-4655675812927533738,M,25,M23-26
-3384909018785921271,M,25,M23-26
6001067872353773979,M,22,M22-
4907323149026301673,M,51,M39+
-1267407817727637432,M,25,M23-26
2135366878497585361,F,20,F23-
-3924269410900642846,M,21,M22-
5711008498308842253,M,21,M22-
6754699095007466861,M,20,M22-
-3579196526447846320,F,37,F33-42
-8386661297610068668,M,38,M32-38
-1372589310281354092,M,28,M27-28
9037597178973629769,M,27,M27-28
-7116781811638407343,M,31,M29-31
4445900409582286074,M,26,M23-26
6994810299144057380,F,25,F24-26
-8648296780626967001,M,47,M39+
7837189599152975347,M,24,M23-26
342481332974791054,M,24,M23-26
-4642346359787978880,M,25,M23-26
-639489164401173578,M,27,M27-28
-1601588113418265513,F,71,F43+
5543715274879658850,M,25,M23-26
1138515933350154681,F,22,F23-
-7235451164531049482,M,24,M23-26
942400876515774456,F,28,F27-28
-5172312214021158324,F,28,F27-28
3096395293022178154,M,21,M22-
-4945236664425361554,M,21,M22-
2715275330759115652,F,22,F23-
347614569457689700,F,25,F24-26
3828209440769579613,M,32,M32-38
-2531547329715955833,M,28,M27-28
-4178825690356128739,F,20,F23-
8300168861935451694,M,76,M39+
-4264622781921644082,F,26,F24-26
6425696831659296371,F,31,F29-32
5393357899243691862,M,45,M39+
8977416516801420127,F,43,F43+
4453922648809947701,M,26,M23-26
1914601862578999932,M,49,M39+
-8537198717728481902,F,24,F24-26
-891997315347780242,F,24,F24-26
-7029924767975949801,M,49,M39+
2855705017905497855,M,28,M27-28
4213935686565829324,M,34,M32-38
389901101917633273,M,29,M29-31
6856858434335341282,M,26,M23-26
-636918664597545404,M,28,M27-28
7743657805386464408,M,28,M27-28
46125435119331303,F,46,F43+
1614513619151516052,F,47,F43+
-2890801320057483521,F,47,F43+
8014789170912241003,M,45,M39+
-5533526365964540086,M,52,M39+
2234769840884171384,F,25,F24-26
-5257374237788992306,M,33,M32-38
-6999490193511326428,F,35,F33-42
5740779977516956951,F,35,F33-42
-442304303383876447,M,31,M29-31
-9021919762378037352,M,31,M29-31
-8778757166873552484,M,21,M22-
-4093637281481792579,M,42,M39+
7016091516615621402,F,32,F29-32
-4983128587832600497,F,42,F33-42
6424197005499162663,M,35,M32-38
321291886603418532,F,48,F43+
-4077754859630827708,M,21,M22-
145825440295427737,M,29,M29-31
-7771790651885091337,M,35,M32-38
-8946201181432264771,M,30,M29-31
4826939611796589999,M,44,M39+
-1992420576165210316,M,44,M39+
-6659259338566357093,M,44,M39+
8592154700165920997,F,47,F43+
-7677537589091817605,F,47,F43+
-6393599039120402330,F,35,F33-42
-4234291736915394539,M,43,M39+
5993872437289237993,M,49,M39+
7511091930110395604,M,41,M39+
4464344421651215264,M,41,M39+
-2572093634776998684,F,39,F33-42
-5354711161395227878,M,60,M39+
425778931105362184,M,27,M27-28
-4783029293044158788,M,33,M32-38
205543215932520098,F,38,F33-42
4830969729138756493,F,21,F23-
-7042703852309033231,F,36,F33-42
-8932167941467271871,F,27,F27-28
8541548704028427144,F,26,F24-26
-56873089750678105,F,51,F43+
1794688707156882565,F,48,F43+
-5697841510130866251,M,38,M32-38
6186610065854438941,F,31,F29-32
-7684422222220992272,M,62,M39+
-9114376683331736894,F,27,F27-28
7780826786310170588,F,30,F29-32
740541066007192296,F,22,F23-
8103207933760400631,M,28,M27-28
4449923850602728160,M,26,M23-26
8167671607824554311,M,38,M32-38
-7144234901053340921,F,43,F43+
1645464957507712077,F,31,F29-32
-568880209166164323,M,31,M29-31
-1943724075314831688,F,20,F23-
-1976795648419406640,F,23,F23-
-6950819942741038874,M,34,M32-38
8134162001837369086,F,27,F27-28
2807479384923840006,M,28,M27-28
7087689174569904815,M,28,M27-28
-8743163935346625403,M,28,M27-28
-1101824230112261410,F,32,F29-32
-2353497104168970920,F,29,F29-32
6390716121611663712,F,29,F29-32
-8576486224554930010,F,28,F27-28
-3580018913186623424,M,35,M32-38
-6563968582368132659,M,35,M32-38
-2361162400189056748,M,29,M29-31
-6420359876873378188,F,49,F43+
4621723850945778473,F,49,F43+
5345448892634532154,M,64,M39+
6463702020707750239,M,37,M32-38
4629791163603668882,F,21,F23-
6225904887882896239,F,33,F33-42
-3102569966614466069,F,29,F29-32
-1107134564750113140,M,32,M32-38
5409476065395994754,M,51,M39+
-1685004362372931,M,51,M39+
-3767723543401654588,F,27,F27-28
7260182360788748291,F,44,F43+
3423520337609039786,F,20,F23-
-2031944119153281948,M,32,M32-38
-4083126611399458364,M,25,M23-26
-8773145353579250837,M,25,M23-26
2526582419977298440,M,25,M23-26
-6425544738084785696,F,30,F29-32
-5312523767766032604,M,31,M29-31
8661222341268402104,M,33,M32-38
5499695773610044897,F,24,F24-26
443718457397588948,F,34,F33-42
-7239633143742472761,F,32,F29-32
8454747468627687906,F,22,F23-
-3467577321916214278,F,36,F33-42
-2853294834986725407,F,51,F43+
2753658305813387882,M,32,M32-38
-5284952951280975230,M,48,M39+
-2511813007578233517,M,31,M29-31
-7031295027182026756,F,41,F33-42
4164496584861896100,F,28,F27-28
-5012241942505258030,M,45,M39+
-4209090200826868119,F,29,F29-32
-3898316522633267665,M,41,M39+
4457113697685559347,F,54,F43+
8598928017931436973,F,54,F43+
-388664968156520948,F,42,F33-42
3681288305002359998,M,26,M23-26
3386382887979274599,M,38,M32-38
1164199743691986077,M,46,M39+
-3683358254152911158,M,29,M29-31
8802190789604941132,M,29,M29-31
9130151287294646114,M,29,M29-31
-9148681194450467078,M,29,M29-31
-6107105783519840658,M,40,M39+
4584578782677515002,M,29,M29-31
-6250173555434144606,M,28,M27-28
2105560580137987232,M,27,M27-28
-1172016501305380454,M,32,M32-38
-8187453748427860663,M,61,M39+
-5918084305924874864,F,33,F33-42
8678890517910167656,F,40,F33-42
1923721874642487097,M,44,M39+
-7785572484144751414,M,35,M32-38
5768458219851685055,M,35,M32-38
5495446331639802699,M,39,M39+
7183293088909680855,M,58,M39+
1141990815491447737,M,38,M32-38
5242575818981789336,F,34,F33-42
2866291255719970687,F,43,F43+
-8414438433551008265,M,26,M23-26
-33861963566998453,M,26,M23-26
-3220728218866147698,M,26,M23-26
-3999592527798565538,M,25,M23-26
8459143410120045819,M,45,M39+
6631300248167407284,M,53,M39+
4498884693865105684,M,53,M39+
4627608694921508589,M,27,M27-28
7582446613436129021,M,21,M22-
3901811990183281560,F,45,F43+
-5930530603770637099,M,35,M32-38
-3843834383044524764,M,35,M32-38
-1640139666138923247,M,26,M23-26
-7587987962712690310,M,26,M23-26
3344573576064827304,F,32,F29-32
1027830028108491068,F,32,F29-32
-1260182663363966992,F,38,F33-42
-527444865598259803,F,39,F33-42
7036273318758466379,M,39,M39+
-1588331863030420596,M,52,M39+
-6759373213985572851,M,51,M39+
6605930576429598174,F,35,F33-42
757514894731360604,F,35,F33-42
1904761812929429986,F,29,F29-32
4187429550042669615,M,26,M23-26
6721289422023657517,M,26,M23-26
-4622664430716537031,M,29,M29-31
-4245714962409315378,M,34,M32-38
-5843232122533538295,F,74,F43+
-6463645312749257950,M,30,M29-31
-5330659627168866332,M,29,M29-31
8642097811795953528,F,23,F23-
-4887874206581544367,M,21,M22-
6059135378214098677,M,38,M32-38
-2509499793206737974,M,29,M29-31
6428243695884780199,M,53,M39+
3668860560964390770,M,29,M29-31
5883000003575220650,M,44,M39+
-7506842509848662806,F,37,F33-42
9053961967890859610,F,40,F33-42
3078198777644757802,M,32,M32-38
-3235388011692174978,M,31,M29-31
-5176573730741236858,F,29,F29-32
5054934934669446244,F,43,F43+
-5453089557410392773,F,43,F43+
5855654582830868099,F,42,F33-42
-8032942327093227221,M,30,M29-31
402865905081964696,M,26,M23-26
3430433953682007253,F,35,F33-42
1167198925152599461,M,32,M32-38
-3578599751576981278,M,21,M22-
874060199979284862,M,28,M27-28
-3726362954339782165,F,30,F29-32
4694561431235962903,M,28,M27-28
-3443985378908114695,M,35,M32-38
-1470093124049132374,M,31,M29-31
2123107099993930830,M,21,M22-
-5411136481008074300,F,22,F23-
655173032261503722,M,24,M23-26
1654499383422832028,M,68,M39+
-4962961268195438970,M,59,M39+
6931356672827934226,M,25,M23-26
148466859123193052,M,27,M27-28
5300752786426757588,F,30,F29-32
8352129127920647304,F,36,F33-42
3559389597952702623,F,40,F33-42
-5515391174584778031,M,45,M39+
1890941423570361933,M,25,M23-26
-3757763818759595740,M,25,M23-26
416343732491004351,F,30,F29-32
3730372584149083753,F,22,F23-
6267265383568625839,M,36,M32-38
6355781118012648123,M,22,M22-
1204625802416961365,F,39,F33-42
-8839970267632781217,F,41,F33-42
7532787154803974970,M,20,M22-
5059295357818147906,M,20,M22-
-7511569347157866812,M,20,M22-
2140982966387684209,M,21,M22-
8664043194413333224,F,51,F43+
-7316530061916430343,M,24,M23-26
7838515321036379203,M,28,M27-28
-8387578561359525407,M,42,M39+
8053598158952452638,F,30,F29-32
4819696368143024076,F,45,F43+
-680344295587879122,F,63,F43+
2673592663316059053,M,42,M39+
9087577965190925687,M,32,M32-38
3736603647580703987,M,32,M32-38
-2651983280424743964,M,32,M32-38
8616515043782733422,F,23,F23-
-2512772190899848494,M,23,M23-26
-1836217903807026765,F,33,F33-42
9013422660274620075,M,32,M32-38
6846497898321677541,M,32,M32-38
-8419009843577582714,M,21,M22-
4413204668390074285,M,35,M32-38
6062546871687974228,F,47,F43+
2279682323443072352,M,29,M29-31
8523818087677751721,M,31,M29-31
-8404285646088471545,M,31,M29-31
-2358439504382927373,F,29,F29-32
9198466128791468068,F,27,F27-28
5091978087219421221,M,25,M23-26
-2470781927827718621,M,32,M32-38
5474955815726309109,F,44,F43+
-805351089758329017,M,75,M39+
2637385597534305564,M,29,M29-31
-6500852393061765469,M,29,M29-31
4106891915295292584,M,28,M27-28
3013175706523979641,M,27,M27-28
3411586171415003636,M,25,M23-26
-8767983593378281719,M,25,M23-26
5837960283743069845,M,25,M23-26
-7610469185133073471,F,39,F33-42
3041295566773889331,M,24,M23-26
9182327648560574578,M,30,M29-31
-8713905728518225204,F,20,F23-
5126788790510139101,M,19,M22-
-7207167939894462759,M,19,M22-
-1002595372059179606,M,36,M32-38
-6969961349828285196,F,25,F24-26
1392546373067968622,F,26,F24-26
-16054151557437460,M,37,M32-38
-8172584624812263377,M,28,M27-28
7029492286202700718,M,25,M23-26
-33552814232633318,F,34,F33-42
3619088889298994376,F,34,F33-42
-843413537729220159,F,34,F33-42
-7592359631208878687,F,34,F33-42
-7643291224919581249,F,34,F33-42
-6354415261717063084,F,34,F33-42
6445018886213857407,F,34,F33-42
1239558946746456497,F,34,F33-42
-3834456570335926654,F,34,F33-42
3292411853826159454,F,34,F33-42
2555262992837450070,F,34,F33-42
771418076599756627,M,39,M39+
-7318432964721514146,M,26,M23-26
-529763544016198138,M,39,M39+
7183587121524618157,M,39,M39+
3617439629464529558,M,39,M39+
-5720082456096842200,M,20,M22-
2750617606864948592,M,20,M22-
-8898506084854342426,M,42,M39+
-4490621744705519753,F,27,F27-28
-421192693810228373,M,60,M39+
-854740973107819269,M,60,M39+
6104745466209009052,F,27,F27-28
3788055581536555412,F,40,F33-42
-5194079877472383752,F,27,F27-28
-7554606177404953261,F,38,F33-42
-1638840380772158878,M,21,M22-
1190366207624122025,M,33,M32-38
1420844416723449342,M,46,M39+
-6820697110927686728,M,26,M23-26
8177781589136232256,F,27,F27-28
-9040063372872227343,M,36,M32-38
-2313846161543312283,M,26,M23-26
3558979331427984685,M,26,M23-26
-7855375190032495714,M,42,M39+
8557133352771297696,F,32,F29-32
-7804544748290319823,M,31,M29-31
7478423496493189633,F,31,F29-32
-5777082480441843937,M,24,M23-26
-8920035158619912635,F,35,F33-42
3991710615202248769,M,34,M32-38
3786128407968380531,F,31,F29-32
-4606225466434004599,M,31,M29-31
-6110864611374008698,M,31,M29-31
427762291169371332,M,24,M23-26
-6540821713400185512,M,24,M23-26
-563677241975340140,M,54,M39+
2516370541748330453,M,29,M29-31
1256793748037351053,F,39,F33-42
6107343566594704179,M,24,M23-26
-5273078545125519047,F,48,F43+
9056419377884794405,M,39,M39+
613302255228128815,M,39,M39+
9047927962494335815,F,54,F43+
1451566906337827593,M,23,M23-26
-6808193214806624691,F,21,F23-
-7733228827717647462,M,27,M27-28
6468709592925097554,M,52,M39+
-5143743839111106858,M,40,M39+
3095172757934666956,M,40,M39+
5337911723187219283,F,28,F27-28
-7175091628737883896,F,28,F27-28
1556242412502126416,F,28,F27-28
6384719973750945919,M,27,M27-28
8809524150469563041,M,18,M22-
-3334111347524447498,M,18,M22-
3509752391775079997,F,34,F33-42
-6787881463972726792,F,24,F24-26
4338141785718821508,F,23,F23-
4825294128712642909,F,38,F33-42
996264412787787902,F,28,F27-28
-4316927913788631799,M,50,M39+
6064229063595207866,M,50,M39+
6902756476073947927,F,24,F24-26
-4479379906801594554,F,30,F29-32
-6401657139140203577,M,44,M39+
3654669644439762948,F,26,F24-26
-8444832740972639753,F,27,F27-28
-6159196207800174118,M,39,M39+
-2024673161365275606,F,23,F23-
2522604048103521898,F,30,F29-32
-3829959914619574667,F,34,F33-42
-3831711684758515157,M,26,M23-26
-8022157785407437013,F,23,F23-
6698592959944763137,M,29,M29-31
3811939141698765931,M,24,M23-26
-4887307671009920979,M,38,M32-38
-6073853460118188038,M,26,M23-26
7635075420360546297,M,26,M23-26
-5945509678428067465,F,20,F23-
3945939842025263628,M,37,M32-38
-1720171669930883170,M,25,M23-26
-6388987655909119942,F,26,F24-26
5149077385010669594,M,27,M27-28
-4256299653923151511,M,27,M27-28
198482757057935660,F,37,F33-42
-2995125450417235846,F,37,F33-42
-8011593472373492125,M,24,M23-26
-1850794943067495222,F,41,F33-42
3496342043380112633,M,27,M27-28
64306954341504635,M,30,M29-31
-7311906767676450767,M,30,M29-31
1972164893255832092,M,36,M32-38
-1651522604401975471,F,28,F27-28
-418211816270398243,M,24,M23-26
-4588457187941838564,F,42,F33-42
-2264828333762876465,M,61,M39+
-1477318201929899604,F,52,F43+
-1560174905535380290,F,23,F23-
7320326103576080904,M,20,M22-
8596697502692548542,M,26,M23-26
-2076219537544556177,M,29,M29-31
-7002040552914891581,M,34,M32-38
1243539516425994084,M,34,M32-38
-389618482023888334,M,21,M22-
-7367372324402641271,M,21,M22-
7361164850692835723,F,31,F29-32
-2236977592225074935,M,19,M22-
512941980663614356,M,19,M22-
-9138064863526363121,M,30,M29-31
-5264494733230612875,M,20,M22-
-2898568251443030976,M,38,M32-38
7983047744372374434,M,32,M32-38
-8173569508861817319,F,26,F24-26
-6441069410069173000,M,23,M23-26
-3949734940334092863,M,28,M27-28
-2151560773181529067,M,30,M29-31
5733762675809893069,M,32,M32-38
-8879535132535644119,M,32,M32-38
-2779675752951972359,M,25,M23-26
-499031501548223120,M,46,M39+
2803296610856185013,M,23,M23-26
-5199719321548174921,F,55,F43+
-763744828437645738,M,26,M23-26
-3207157618534772237,M,20,M22-
-6561648369569490008,M,40,M39+
-2052331745953455376,M,35,M32-38
-1211822050526475912,F,28,F27-28
8752909029962380399,F,27,F27-28
-5930424821283702304,M,28,M27-28
-7489270409848177652,M,28,M27-28
-7993768280445900016,M,28,M27-28
7127323849901820692,M,30,M29-31
-602656015383055002,M,23,M23-26
1591910004211621324,M,39,M39+
-7205882604076439068,F,28,F27-28
-7135716472779777737,F,35,F33-42
-2035220736537845674,F,35,F33-42
4290850815911369399,M,28,M27-28
1595151322623226474,M,28,M27-28
-5956346218922378640,M,28,M27-28
7537663806639096471,F,20,F23-
6485301650327619099,M,30,M29-31
-5281035409599684570,M,40,M39+
5179602448197047652,F,40,F33-42
2399897166150988955,F,35,F33-42
4451933001059414973,F,49,F43+
-7778222753366407725,M,41,M39+
6101944109220641005,F,26,F24-26
-5723942617503720576,M,25,M23-26
4501286834283128572,F,29,F29-32
-2257506527416834181,F,41,F33-42
-4387202030532186760,M,31,M29-31
3514461936788565747,M,57,M39+
-4113203876534113498,M,28,M27-28
1214854175852581376,M,28,M27-28
-1567610467606076368,M,28,M27-28
-1314917144979921188,F,38,F33-42
-5643668067258959887,F,41,F33-42
