RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,ID,ACTION
20270,8714,117961,118300,121951,118784,117906,290919,118786,11586,1
18418,6235,117961,118343,118437,307024,311622,118331,118332,16935,1
25094,5518,117961,118300,118514,118259,132715,290919,118261,29422,1
39937,19986,117961,118225,125139,120773,118959,118960,120774,20756,1
29304,12761,117975,117976,117920,117879,117886,19721,117880,19881,1
53101,4023,117961,118446,119064,118784,118785,290919,118786,17794,1
23096,19987,117961,118225,118403,118054,118054,117887,118055,14572,1
42135,71257,118181,118182,117920,117885,117886,117887,117888,8032,1
80740,90707,118219,118220,117920,118568,305057,19721,118570,1407,1
42085,22504,117961,118300,123055,120344,128788,118424,120346,30094,1
4675,7454,117961,118413,122007,118321,117906,290919,118322,28917,1
27589,185,119134,119135,118575,118172,307446,249618,118175,14021,1
16411,16566,117961,118327,120559,118054,123102,117887,118055,14254,1
17296,133436,118212,118213,119136,119137,137119,118474,119139,13841,1
18418,3993,117961,118343,119598,124576,124577,118424,124578,31087,1
18913,19857,117929,117940,117941,117879,117886,19721,117880,11780,1
75047,70169,117961,118386,118635,118318,140982,118205,118319,26234,1
17308,3656,117961,118300,119890,118054,118054,117887,118055,693,1
73169,50089,117961,118343,118514,118784,117906,290919,118786,10725,1
79323,46526,117961,118300,119984,123067,269406,118398,123068,21395,1
25209,5730,117961,118446,118833,120578,137493,118762,120580,3443,1
79092,5140,117961,118343,121710,118321,240983,290919,118322,9174,1
34516,4600,117961,118446,122550,307024,311622,118331,118332,4175,1
76860,6124,117961,118343,6104,117905,117906,290919,117908,20606,1
79459,1483,117961,117962,118450,118641,306399,118643,118644,13844,1
23921,3000,117961,118225,120551,118321,118448,290919,118322,10458,1
40585,1140,118212,118213,118352,118321,117906,290919,118322,27771,1
32270,4950,117961,118343,118911,118826,257115,118424,118828,13382,1
4675,7647,117961,118300,119181,118784,117906,290919,118786,21376,1
189629,1954,117961,117962,118501,120702,308462,118504,120704,16645,1
79299,86503,117961,118225,120535,123067,300044,118398,123068,22622,1
39598,7553,117961,118225,118403,117905,240983,290919,117908,11529,0
31616,85475,117961,118300,120410,117905,117906,290919,117908,32181,1
20284,58590,118953,118954,117884,118568,281735,19721,118570,5497,0
19945,15791,117961,118225,120663,118777,279443,308574,118779,3875,1
38723,7525,117961,118225,120551,118321,118406,290919,118322,20400,1
37951,23390,118602,118603,117941,117885,119621,117887,117888,3626,1
80394,70557,119062,119091,119734,119065,124222,118667,119067,25645,1
41235,13037,118006,118007,118008,117885,117886,117887,117888,16829,1
80782,15785,117961,118300,118395,118890,311441,118398,118892,6752,1
33329,2942,117961,118343,118700,118784,117906,290919,118786,5111,1
40519,1954,117961,117962,118501,118502,130777,118504,118505,14157,1
18072,6879,117902,118041,120323,119093,119094,119095,119096,16012,1
1969,55627,117980,118076,131868,128093,163160,119184,128095,3555,1
3853,5730,117961,118446,118631,120578,120579,118762,120580,10386,1
35395,7434,117961,118343,118514,118321,117906,290919,118322,19751,1
43468,15459,118169,118170,119796,122129,181230,121916,122131,26725,1
20732,49283,117961,118300,119181,118321,117906,290919,118322,11059,1
42367,25760,118006,118007,118008,117879,117897,19721,117880,2526,1
80852,7067,117961,118225,118403,118321,240983,290919,118322,26729,1
16636,217,117961,118413,120370,118321,117906,290919,118322,15032,1
34895,139254,119691,119692,118635,159787,301719,119695,159789,24378,1
15662,17835,117961,118225,118403,128230,302830,4673,128231,28030,1
23986,17227,117961,118343,118979,118826,158101,118424,118828,1168,1
1020,2078,118114,118115,117920,118568,125937,19721,118570,16136,0
27299,3075,117961,117962,120677,122067,297566,118424,122069,20528,1
31441,5002,117961,118343,119598,120344,310997,118424,120346,7892,1
4675,50806,117961,118446,119961,119962,168365,118205,119964,3149,1
32270,4352,117961,118300,19772,120516,120517,120518,120519,12006,1
19998,7032,117961,118225,120551,118318,168365,118205,118319,17264,1
25703,18185,117961,118225,129617,121414,269394,118704,121416,23131,1
45444,15895,117961,118052,120677,122067,300136,118424,122069,19122,1
5390,810,117961,118300,123719,117905,156763,290919,117908,13439,1
34591,85475,117961,118300,120410,118784,117906,290919,118786,1467,1
3853,51761,117961,118413,120370,118321,117906,290919,118322,8154,1
24016,3270,117961,118225,122870,118563,123784,270488,118565,28048,0
39001,5320,118290,118291,119598,120344,260942,118424,120346,13833,0
25812,55896,118074,23779,131868,119192,119192,119184,119194,22921,1
78903,4362,117961,118343,126955,118777,279443,308574,118779,12153,1
43003,7519,91261,118026,118202,118784,124402,290919,118786,16836,1
52364,19718,117961,117962,119223,122269,122270,118643,122271,30294,1
13878,8272,119740,119741,117895,117885,117913,117887,117888,4137,1
80235,8714,117961,118300,121951,118784,117906,290919,118786,19423,1
18072,18129,117961,119256,119257,117946,118806,292795,117948,27204,1
36480,1930,122880,122974,122870,120097,281292,270488,120099,4150,1
971,5657,117961,118300,120722,117905,117906,290919,117908,6468,1
20351,2017,117961,118327,121645,118321,117906,290919,118322,14017,1
20286,1999,118185,31010,117920,118568,147516,19721,118570,16963,1
92280,28890,117961,118327,118529,138019,229991,120518,138021,6571,1
41441,70062,117961,118386,118746,117905,240983,290919,117908,15366,0
27323,6979,117961,117962,119223,127723,305057,118643,127725,28135,1
16018,1398,117961,118300,120722,118321,117906,290919,118322,26587,1
111332,18033,117961,117969,118673,179731,153876,117887,117973,15155,1
25831,23450,118752,119070,118754,119885,118806,118474,119887,13779,1
23921,15390,117961,118300,120026,118054,118054,117887,118055,867,1
33642,71984,118003,118004,117878,117879,117879,19721,117880,20541,1
45790,19857,117929,117940,117941,117885,117913,117887,117888,22733,1
18913,5905,117929,117930,119569,119323,123932,19793,119325,31827,1
45408,28241,119170,119171,118522,129229,200658,119788,129231,32469,1
80874,4589,117961,118327,120383,117905,240983,290919,117908,402,0
312130,54618,117961,118052,118821,118321,117906,290919,118322,4428,0
75834,8343,119301,119302,119303,117905,119304,290919,117908,3057,1
79299,55667,117902,118041,117945,280788,130913,292795,119082,29982,1
80955,16371,117961,118446,118684,118321,117906,290919,118322,7060,1
74754,15422,117961,118052,122392,118054,118054,117887,118055,16548,1
6977,771,117961,118300,118437,117905,117906,290919,117908,14863,1
33239,46476,117902,117903,117904,117905,117906,290919,117908,23195,1
37260,3941,117876,117877,117878,118568,292195,19721,118570,10390,1
81316,50967,118990,118991,118992,118259,118260,290919,118261,11347,1
45687,4023,117961,118446,119064,118321,117906,290919,118322,12212,1
33054,5323,117961,118343,119598,120006,304736,118424,120008,3317,1
73756,4215,118212,118213,118597,118728,301534,118295,118730,12118,1
80495,4933,117961,118300,118458,307024,301218,118331,118332,7865,1
38719,56604,118079,118080,117878,117885,118177,117887,117888,23595,1
31825,5060,117961,117962,118791,122022,131419,119221,122024,12126,1
6977,1249,117961,117962,118910,118368,118368,117887,118486,6851,1
42085,55805,117961,118343,118856,118685,122058,308574,118687,18231,0
76991,87,117961,118446,118447,118321,117906,290919,118322,31948,1
23921,4933,117961,118300,118458,120006,311622,118424,120008,17718,1
75901,17319,117961,117962,118791,121469,310997,118424,121471,23344,1
38655,3486,118752,119070,118042,118563,171750,270488,118565,27199,1
23094,7076,117961,118225,120041,120591,120592,119095,120593,30570,1
77203,16842,117961,119256,120943,126684,126684,292795,126685,6997,1
77561,78118,118003,118004,117878,117879,117879,19721,117880,31485,1
17249,5015,117961,118300,118395,118890,311441,118398,118892,706,1
77216,8243,117887,118178,118320,118747,130134,118453,118749,3491,1
2801,44002,117961,117962,118791,118702,249507,118704,118705,15339,1
99562,14731,117961,118446,118447,118321,117906,290919,118322,4573,1
26437,55842,117893,117894,117895,117879,117897,19721,117880,13247,0
98500,7411,117961,118386,118746,118451,152307,118453,118454,15823,1
6705,4659,117961,118225,120663,118784,147114,290919,118786,27171,1
17308,123367,117932,117933,117878,118568,120877,19721,118570,7054,1
15915,32457,117961,118327,118320,117905,117906,290919,117908,5580,1
86323,13860,118887,118888,118409,307024,154005,118331,118332,3151,1
27124,70297,117961,118327,118744,118321,117906,290919,118322,6617,1
44722,49598,117961,118327,119995,118641,306399,118643,118644,31740,1
27690,5192,119596,119597,118825,118293,118294,118295,118296,11991,1
37124,4023,117961,118446,119064,118784,117906,290919,118786,4022,1
13878,60180,117916,118011,117941,118568,281735,19721,118570,25210,1
79092,2819,117961,118300,120410,118784,118785,290919,118786,2607,1
18913,27508,117929,117940,117941,118568,166520,19721,118570,21671,1
44476,3332,117961,118343,121747,118784,130735,290919,118786,11630,1
37571,6217,117961,118327,118328,123651,121927,118467,123652,9118,1
43030,2014,117961,117962,117904,118958,127525,118960,118961,9182,1
189629,2349,117961,117962,118501,117905,117905,290919,117908,2429,1
72024,51345,117961,118052,120417,120418,249618,249618,120419,16630,1
75272,4853,118887,118888,120126,118172,301534,249618,118175,3815,1
36871,67268,117882,117883,117884,117879,117886,19721,117880,24512,1
28294,25630,117961,118343,120291,118293,118302,118295,118296,29660,1
33241,1350,117961,118052,122938,118321,117906,290919,118322,18646,1
37785,101834,119134,119135,121716,120611,125083,249618,120613,835,1
16495,901,117902,117903,120428,117905,117906,290919,117908,13256,1
42031,71391,117961,118386,118522,117905,195224,290919,117908,31882,1
20299,27518,117929,117930,119569,179731,178688,117887,117973,8624,0
42085,59000,118181,118182,117941,117879,117897,19721,117880,1173,0
32270,51318,117961,118300,119890,118368,254718,117887,118486,22821,1
25742,2409,117961,117962,117904,119949,123170,290919,119951,24637,1
4675,6021,117961,118413,122007,117905,172635,290919,117908,23641,1
34133,23185,117961,118327,4674,118685,311622,308574,118687,8102,1
22282,1038,117935,117936,117878,119502,117913,117887,119503,16117,1
42189,5412,117961,118327,118391,118685,279443,308574,118687,21673,0
42085,16052,118887,118888,118825,118728,306088,118295,118730,8098,1
25231,30520,117902,117903,118507,120952,130134,118453,120954,4951,1
2809,2594,117961,118300,123472,117905,117906,290919,117908,15194,1
278393,49802,117961,118343,118514,307024,294485,118331,118332,16634,1
78696,1325,117961,117962,118910,117905,240983,290919,117908,29396,1
44695,17550,117961,118446,118684,118321,117906,290919,118322,32423,1
16281,1903,117961,118343,118514,118321,117906,290919,118322,23718,1
5893,58689,117916,118011,117884,117885,117913,117887,117888,19177,1
43742,5002,117961,118343,119598,118422,300136,118424,118425,24103,1
77198,14857,117961,118300,121176,118784,117906,290919,118786,7795,1
93498,1274,118887,118888,118889,118863,229267,118398,118865,30313,1
43305,84891,120342,120343,118631,128230,216365,4673,128231,3407,1
80838,46526,117961,118300,119984,118396,269406,118398,118399,25107,0
21390,2543,117961,118300,121405,118685,126297,308574,118687,15784,1
38725,14302,117916,117917,118599,179731,131017,117887,117973,8963,1
94749,6046,117961,118446,120317,307024,306404,118331,118332,1997,1
34808,27818,117916,117917,117884,117885,117913,117887,117888,27530,1
40426,2610,117961,118327,121979,118321,117906,290919,118322,26367,1
971,4865,117961,118343,121710,118422,300136,118424,118425,27408,1
42085,7539,117961,118343,119987,117905,117906,290919,117908,5629,1
79121,46526,117961,118300,119984,118396,269406,118398,118399,4002,0
41279,79105,119062,119063,124211,120516,123107,120518,120519,26583,1
20281,90027,117916,118150,118599,179731,123808,117887,117973,4753,1
80696,16971,117961,118343,119993,125793,125794,118643,125795,31174,1
25416,19857,117929,117940,117920,118568,281735,19721,118570,16956,1
15700,2104,117961,118300,118066,118636,130218,118638,118639,20580,1
39720,48801,117926,118266,117941,118568,281735,19721,118570,3681,1
14354,10079,117910,118855,117912,117879,117886,19721,117880,19403,1
80801,6997,117961,118343,119945,117905,117906,290919,117908,20694,1
16174,3224,117961,118225,120551,122551,295130,118762,122552,7448,1
35394,7032,117961,118052,118992,118259,287351,290919,118261,28232,0
25993,3104,117961,118343,123476,118054,118054,117887,118055,13135,1
19751,18220,117961,118052,118867,117905,117906,290919,117908,3985,1
33111,154585,118212,118213,120551,117905,240983,290919,117908,26176,1
96411,4013,117961,118300,118514,118321,240983,290919,118322,9205,1
27082,26291,117961,118225,118403,118685,126297,308574,118687,31895,1
20364,1915,117961,118300,119181,119743,244154,3130,119745,18953,1
80251,2594,117961,118300,123472,118784,117906,290919,118786,27758,1
80566,5697,117961,118386,118692,118784,117906,290919,118786,4277,1
1020,17215,117961,118225,120535,123067,300044,118398,123068,3666,1
45207,48935,119062,119063,119064,118924,254936,118667,118926,8412,1
36020,25772,118006,118007,117941,117879,117897,19721,117880,22276,1
28083,1614,117961,118327,118507,129909,185973,118453,129911,18830,1
33996,7807,117961,118327,118518,120097,146705,270488,120099,23205,1
36971,7454,117961,118413,122007,118784,126519,290919,118786,23887,1
30911,4743,119062,130600,120663,117905,117906,290919,117908,6520,0
39642,7560,117961,118343,119181,118321,117906,290919,118322,30085,1
3853,17506,117961,118052,120304,122645,158745,119221,122647,22834,1
23978,5228,119596,119597,168533,120789,301124,118424,120791,19556,1
28074,4413,117961,118343,118833,118321,290878,290919,118322,17607,1
79969,5249,117961,118386,123144,118396,233714,118398,118399,15464,1
3853,4155,117961,118300,118301,120006,259215,118424,120008,11831,1
17308,131441,117961,118343,118292,118422,300136,118424,118425,16928,1
44951,7491,117961,118300,119181,118321,117906,290919,118322,1204,1
42976,4566,119062,119091,118992,118028,168365,117887,118030,2883,1
6977,7346,117961,118343,123125,118318,168365,118205,118319,8613,1
45338,51104,117876,117877,117878,118568,128367,19721,118570,9257,1
6449,310697,117961,118343,118856,118321,117906,290919,118322,7242,1
28579,7510,117961,118446,118684,118784,124402,290919,118786,2637,1
27124,36051,117961,118386,118635,118685,262400,308574,118687,24263,1
7678,1605,117961,118327,128935,149337,205238,118398,149339,29932,1
39981,2837,118887,118888,118631,120344,303717,118424,120346,19049,0
44722,124899,117961,118327,120171,118890,149216,118398,118892,18252,1
18418,4551,117961,118343,118833,118422,300136,118424,118425,30590,1
34924,28590,117961,118327,120685,118321,117906,290919,118322,877,1
79092,7346,117961,118343,123125,118318,168365,118205,118319,32358,1
80500,5220,117961,118300,118458,120006,303717,118424,120008,4379,1
1020,29762,117961,118052,119243,118054,128963,117887,118055,11957,1
25241,12397,117961,118327,121787,123045,123107,120518,123047,27769,1
28149,5330,117961,118052,118867,118685,279443,308574,118687,3908,1
23497,119074,118163,119075,119076,118834,124426,118424,118836,10763,1
77500,7424,5110,117954,117878,133111,306530,118870,133113,7688,1
19843,46459,117943,117944,117945,118274,180251,292795,118276,22880,1
16639,49385,117961,118343,119598,118054,120716,117887,118055,30499,1
203,2014,117961,117962,117904,127782,160080,290919,127783,20836,1
78178,83254,247952,118164,117878,117899,117899,19721,117900,8075,1
36429,3234,127616,119256,118623,118995,286106,292795,118997,14635,1
23553,20899,117961,118340,117970,179731,123713,117887,117973,13161,1
39375,5697,117961,118386,118692,118321,240983,290919,118322,23348,1
80210,15383,117961,118343,127168,118396,300044,118398,118399,6479,1
14570,58681,118084,118085,117912,117879,117886,19721,117880,4711,0
25993,16973,117961,118300,124942,117905,117906,290919,117908,23880,1
21377,2924,118887,118888,119031,118912,236285,118424,118914,12476,1
25328,1553,117961,118225,123173,118054,120514,117887,118055,989,1
38751,23348,117961,118327,118862,118396,300044,118398,118399,29842,1
25705,23103,118290,118291,119136,119137,122050,118474,119139,2682,1
39230,5717,117961,118300,124725,118321,117906,290919,118322,21142,1
80668,19839,117961,118300,120722,118784,117906,290919,118786,18892,1
33151,15895,117961,118052,120677,122067,300136,118424,122069,9702,1
81476,53240,117876,117877,117878,117879,117879,19721,117880,20698,1
28149,27386,117961,118386,118635,118777,279443,308574,118779,17392,1
34305,22361,119402,119403,117878,127389,127390,19721,127391,24664,1
28294,157664,120864,121013,121014,119928,265913,118331,119929,21740,1
7678,20126,117961,118386,120677,122067,120065,118424,122069,23023,1
58862,5369,117961,118413,122007,117905,117906,290919,117908,22356,1
16349,7339,117961,118300,118360,124194,130884,118363,124196,20118,1
35376,27214,117961,118386,118733,118685,279443,308574,118687,25198,1
37653,56226,118602,118603,118008,117879,117879,19721,117880,11196,1
34950,34612,117961,118327,118320,117905,240983,290919,117908,7787,1
20349,2354,117961,117962,118501,118502,118503,118504,118505,22538,1
79313,17733,117961,118300,119984,120647,311441,118398,120649,18260,1
45236,56763,118219,118220,117884,117899,117899,19721,117900,16099,1
80551,49802,117961,118343,118514,307024,294485,118331,118332,3823,1
35792,53150,117902,117903,128935,118863,142453,118398,118865,21646,1
23465,17261,117961,118300,118833,118054,118443,117887,118055,8446,0
23096,3005,117961,118413,118481,118784,117906,290919,118786,25203,0
76299,76300,117959,117960,117912,117885,117913,117887,117888,5159,1
75834,5509,117961,118343,123454,118784,117906,290919,118786,29812,1
27177,4929,117961,118300,118825,118826,226343,118424,118828,23166,1
23096,7346,117961,118343,123125,118321,117906,290919,118322,17143,1
4675,50810,119062,119091,119223,118278,151426,290919,118279,21865,1
43423,5423,117961,118327,118391,118321,117906,290919,118322,654,0
42085,4375,117961,118343,128113,118826,257115,118424,118828,5812,1
25304,18213,117961,118386,125016,118451,126309,118453,118454,21672,1
38725,53396,117916,118150,117920,118568,281735,19721,118570,2892,1
35183,7344,117961,118225,120663,120516,148730,120518,120519,16179,1
4675,5262,119596,119597,124656,117905,117906,290919,117908,30652,1
23961,125466,117902,117903,120171,121015,160460,119006,121017,5636,1
75901,7122,117961,118225,118403,118259,117906,290919,118261,9612,0
33248,15887,117961,118052,120356,126516,126517,118612,126518,3044,1
41758,74910,91261,118026,118317,119962,168365,118205,119964,29882,1
45773,1450,117961,118300,118437,119962,168365,118205,119964,21691,1
78842,15768,117961,118225,124449,122297,143193,118331,118899,8445,1
36917,27463,118582,120216,117895,117879,117879,19721,117880,30883,1
17308,4375,117961,118343,128113,118826,257115,118424,118828,23702,1
75639,70691,118315,118463,119214,117905,117906,290919,117908,6159,1
19399,89847,118090,118091,117941,117885,117913,117887,117888,13515,1
73756,51096,119596,119597,124266,118728,272276,118295,118730,19543,1
74236,1331,117961,118225,118403,118784,117906,290919,118786,12569,1
26398,50120,91261,118026,119507,117905,117906,290919,117908,6022,1
42015,771,117961,118300,120722,118784,152747,290919,118786,5092,1
80465,70142,117902,117903,118635,159787,118959,119695,159789,13569,1
18418,5021,117961,118300,118458,118293,118302,118295,118296,11211,1
37572,215806,118315,118316,123656,118321,242891,290919,118322,11221,1
43503,72209,117961,118225,124948,118054,118054,117887,118055,24389,1
79693,7560,117961,118300,119195,117905,117906,290919,117908,29836,1
43055,5238,118887,118888,118053,118207,174445,270488,118209,23121,1
75045,36144,117961,118300,124816,118685,126297,308574,118687,26145,1
25899,14758,117961,118225,120054,118702,132654,118704,118705,17515,1
106868,17514,117961,118343,121747,118321,117906,290919,118322,3659,0
39863,7133,117961,118327,118320,118321,117906,290919,118322,3326,1
73815,4945,117961,118300,118360,118054,118054,117887,118055,9465,1
41642,7032,117961,118052,118992,118259,287351,290919,118261,15033,1
75834,2931,117961,118343,119796,117905,172635,290919,117908,2663,1
78273,7424,5110,117954,122672,133111,306530,118870,133113,22617,1
17308,4945,117961,118300,118360,118636,171056,118638,118639,21762,1
971,3954,117961,118343,120291,118422,300136,118424,118425,27900,1
23487,1945,119280,119281,118450,119192,221567,119184,119194,21917,1
41594,25262,117961,118327,118320,123067,137949,118398,123068,11673,1
33248,4715,117961,118300,125872,118422,249904,118424,118425,32180,1
76429,84891,120342,120343,118631,117905,117906,290919,117908,28088,1
30842,16803,119596,119597,120823,118890,123957,118398,118892,1927,1
84750,86387,117961,118327,4674,118321,117906,290919,118322,26187,1
39939,23224,117961,118225,120535,118890,125128,118398,118892,14132,1
19753,21824,117961,118446,118684,118321,117906,290919,118322,30737,0
16175,7344,117961,118225,120663,123045,148730,120518,123047,32644,1
4675,7337,117961,118300,124725,124435,127527,118363,124436,2880,1
16767,6879,117902,118041,120323,119093,119094,119095,119096,22223,1
17249,4887,117961,118343,118979,120006,310997,118424,120008,19765,1
73139,14731,117961,118446,118447,118784,121926,290919,118786,13562,1
20351,46254,117961,118327,126310,124886,306399,118643,124888,9494,1
80669,205,117961,118386,118746,118784,147114,290919,118786,25108,1
81250,770,117961,118300,119181,118451,130134,118453,118454,21341,1
80180,1350,117961,118052,120096,118321,117906,290919,118322,27665,1
17798,151425,119062,119091,118514,118028,168365,117887,118030,31655,1
919,743,117961,118343,120722,118784,117906,290919,118786,16195,1
81350,81794,117961,118052,119972,118685,148772,308574,118687,22104,1
32634,7016,117961,118300,119181,118321,117906,290919,118322,4620,1
30865,7560,117961,118343,119181,118321,117906,290919,118322,942,1
45790,3697,120140,120141,118933,118747,261774,118453,118749,31140,0
20349,2109,118219,118220,120694,124886,215880,118643,124888,19619,1
35444,49437,117961,118343,118660,307024,132719,118331,118332,29988,1
39262,83216,91261,118026,118317,118278,118260,290919,118279,19641,1
4675,36144,117961,118300,121176,118784,118785,290919,118786,16577,1
15714,38902,118256,118257,117945,118995,118806,292795,118997,16522,0
4675,7022,119062,119091,118535,117905,117906,290919,117908,8368,1
31232,4299,117876,117877,117878,117879,117879,19721,117880,8627,1
61014,7424,5110,117954,122672,118777,306530,308574,118779,16692,1
45019,2371,117961,117962,118501,118502,308462,118504,118505,17949,1
80970,5211,118290,118291,119837,118980,261436,118295,118982,12156,1
74463,17652,120864,120865,171098,118702,194774,118704,118705,6727,1
23961,57740,117902,117903,120171,120990,120991,118398,120992,18519,1
73580,5540,117961,118300,123472,118321,117906,290919,118322,25162,0
6977,1249,117961,117962,118910,117905,117906,290919,117908,30775,1
3853,4125,118887,118888,121108,120006,311746,118424,120008,32010,1
79121,5220,117961,118300,118458,120006,303717,118424,120008,31668,1
59410,2610,117961,118327,121979,118321,117906,290919,118322,29683,1
45790,32457,117961,118327,118320,117905,117906,290919,117908,23777,1
17278,16804,120268,120269,120270,130637,263668,119695,130638,18660,1
13878,6986,119062,119091,120323,119093,119094,119095,119096,23456,1
25993,27898,118106,118107,117941,117879,121445,19721,117880,12817,1
78192,51226,117961,118327,118320,118641,306399,118643,118644,28389,1
73756,53010,118752,119070,118042,118043,118043,270488,118046,25311,1
44729,19760,117961,117962,118352,117905,117906,290919,117908,30925,1
45378,79111,117961,118343,119945,119928,231633,118331,119929,2623,1
34260,8698,120864,120865,119824,117905,117906,290919,117908,26280,0
81350,3113,117961,118343,118911,118834,133686,118424,118836,8534,1
23096,4567,117961,118300,118514,118054,287351,117887,118055,18301,1
34954,16561,117961,118327,120318,118784,240983,290919,118786,16615,1
74550,6200,117961,118225,120663,118321,117906,290919,118322,8371,1
972,16971,117961,118343,119993,120516,310589,120518,120519,23999,1
80206,27147,117961,118343,122299,119949,121350,290919,119951,737,1
16030,51138,117961,118413,119968,118321,117906,290919,118322,32149,1
79021,54303,117961,118327,118492,118451,125738,118453,118454,24654,1
915,3788,117961,118343,120722,118321,117906,290919,118322,26409,1
90489,98592,117961,118052,120304,123045,123107,120518,123047,14057,1
25098,16569,117961,118327,120559,122269,141096,118643,122271,14879,1
33080,8701,117961,118327,121787,130479,249508,119784,130481,14249,1
45059,4084,117961,118052,118992,118321,240983,290919,118322,26014,0
18072,2683,120864,120865,118171,122129,281792,121916,122131,30808,1
40702,32457,117961,118327,118320,117905,240983,290919,117908,22089,1
13878,13180,118084,118085,117920,118129,132803,118131,118132,24662,1
29304,37849,117975,117976,118246,179731,118247,117887,117973,9513,1
35498,27293,120864,121013,128516,118636,302318,118638,118639,22319,1
80756,30523,117961,118343,119984,123067,269406,118398,123068,10187,1
79092,7344,117961,118225,120663,123045,123046,120518,123047,6495,1
7543,23136,117961,118052,119742,117905,117906,290919,117908,755,1
27356,33,117961,118413,119968,118636,254249,118638,118639,21304,1
6215,2017,117961,118327,121645,117905,287626,290919,117908,31778,1
39264,3802,118573,118574,118623,126684,127423,292795,126685,24508,1
117088,806,117961,118300,123719,118321,117906,290919,118322,15802,1
27082,13800,117961,118225,118403,307024,311622,118331,118332,28536,1
1020,71189,117961,118386,121883,118278,125206,290919,118279,27110,1
79092,49440,117961,118300,118631,118054,118054,117887,118055,6200,1
917,23339,117961,118300,118783,118321,118406,290919,118322,20308,1
17308,13376,117902,118041,118042,118043,118044,270488,118046,16453,1
25883,59312,118550,118551,118378,118054,311261,117887,118055,21751,1
39518,19857,117929,117940,117941,117885,117913,117887,117888,8084,1
74415,2109,118219,118220,120694,124886,215880,118643,124888,15047,1
25993,5278,118887,118888,125440,120006,303717,118424,120008,24543,1
105365,8074,117961,118300,119181,118321,117906,290919,118322,5682,1
32642,18096,118256,118257,118623,117946,119722,292795,117948,31444,1
38752,4362,117961,118343,126955,118777,279443,308574,118779,15653,1
79121,97596,118887,118888,118437,120313,189828,118424,120315,32699,1
16191,7644,117961,118327,120318,117905,117906,290919,117908,18064,1
74174,71401,91261,118026,118202,117905,117906,290919,117908,7557,1
27348,5293,118290,118291,118660,120344,274278,118424,120346,8569,1
44909,15824,117961,118225,120323,120591,120324,119095,120593,9661,1
23966,5409,117961,118343,119993,118321,240983,290919,118322,15734,1
40867,87910,91261,118026,119279,120952,126309,118453,120954,5961,1
33155,5604,117961,118343,119598,118958,159709,118960,118961,18987,1
972,3104,117961,118343,123476,118054,118054,117887,118055,29994,1
42594,5409,117961,118343,119993,118321,117906,290919,118322,7868,1
34232,16566,117961,118327,120559,118054,118443,117887,118055,1269,1
41264,7551,117961,118052,118867,117905,117906,290919,117908,28905,1
39332,2612,117961,118386,123901,117905,117906,290919,117908,13733,0
33239,20382,117961,118300,124942,118321,240983,290919,118322,12697,1
78198,72039,91261,118026,118706,118451,126309,118453,118454,26690,1
80507,3332,117961,118343,121747,118321,117906,290919,118322,6998,1
32270,14800,117961,117962,118352,118784,117906,290919,118786,11283,1
16265,44917,117961,117962,118450,119192,150602,119184,119194,8669,1
38357,60796,118582,120216,117895,117899,267952,19721,117900,31662,1
19723,118151,118079,118080,117878,117879,295144,19721,117880,18667,1
31234,18686,117961,118386,121883,118321,117906,290919,118322,20116,1
35279,98693,117961,118327,120685,120690,127922,290919,120692,9045,1
391,103791,117926,118266,119569,179731,124530,117887,117973,30797,1
40702,32457,117961,118327,118320,118641,123881,118643,118644,32348,1
78167,17789,117961,118052,119986,117905,117906,290919,117908,22029,1
34345,33266,216705,119256,129526,119849,160290,118638,119851,32273,1
44914,2286,117902,117903,120551,120773,118959,118960,120774,30107,1
3853,1409,117961,118300,118437,118685,139689,308574,118687,27501,1
30849,2837,118887,118888,118631,120344,303717,118424,120346,23004,0
39332,95845,118315,118463,122636,123651,123728,118467,123652,24615,1
77049,12221,117922,117923,117884,118568,214747,19721,118570,5127,1
37651,50428,118090,118091,117912,117885,117913,117887,117888,9327,1
21448,1443,117961,118343,120722,118784,117906,290919,118786,1545,1
77659,79403,117983,117984,117878,117879,117897,19721,117880,739,1
30840,4712,117961,118343,118395,123067,233714,118398,123068,11572,1
80195,3119,117961,118300,120312,119849,236236,118638,119851,10875,1
40621,17264,117961,118300,118825,118523,163100,118331,118525,1674,1
33642,14163,5110,117954,117895,118568,281735,19721,118570,16121,0
32270,16803,119596,119597,120823,118890,123957,118398,118892,2567,1
25269,5730,117961,118446,118631,120578,120579,118762,120580,6984,1
30564,2594,117961,118300,120410,117905,117906,290919,117908,6795,1
41594,27211,117961,118327,123757,118530,278014,118131,118532,19902,1
25322,47104,117890,117891,117878,118568,117899,19721,118570,4732,1
77425,4638,117961,118343,119987,117905,117906,290919,117908,773,1
3853,14810,117961,118413,120370,118321,117906,290919,118322,17249,1
25993,5210,117961,118343,118979,120497,223125,118424,120499,8521,1
20279,24709,117916,118011,117941,117885,117913,117887,117888,21584,1
78023,57596,118181,118182,117920,118568,154898,19721,118570,29180,1
79092,25772,118006,118007,117941,117879,117897,19721,117880,17025,1
86316,7002,117961,118343,123125,118278,132715,290919,118279,18,1
33146,2260,117961,118343,119598,118422,300136,118424,118425,2244,1
