device_id,phone_brand,device_model
5472076418942983735,小米,MI 1S
226579618488725024,华为,荣耀6
-3793785665070815579,魅族,魅蓝NOTE
-1298936277048735629,三星,Galaxy Note 4
1678281404493678491,华为,麦芒4
-5444239215877350857,小米,E6T
-1754385759663791536,华为,C8816
8099671016660931405,神舟,X50TS
2121513729236362286,魅族,魅蓝2
7785091094624410263,小米,MI 2S
-4016255650393508212,小米,红米2
8789521837321825727,小米,红米note
3925231121842820778,三星,Galaxy Y
3230496842847218313,小米,小米note
1360494836387097524,华为,荣耀6
8870438903299961248,三星,Galaxy A8
-1035278791990108312,华为,Ascend P7
-6884622474915503429,三星,Vibe Z2 Pro
1949028425181970397,魅族,魅蓝2
1357568504344630689,OPPO,N1 Mini
-4584388904254861399,三星,Galaxy S4
5044199833098458388,小米,MI 2S
2588225460209378032,小米,红米Note2
-951742163625292603,三星,Galaxy S6
-5422901613857685141,OPPO,3007
3687458445988475170,OPPO,R819T
5172528110226634834,魅族,魅蓝Note 2
-470176039054706968,华为,Mate 2
9182529360460697764,vivo,X5Max+
-1716101595111805681,三星,Galaxy Note
1434181769909046878,海信,E912S
4704384326078449717,德赛,TS1018
7604406663483784930,小米,红米note增强版
5171072886585753810,LG,G3
-6223465016293541061,OPPO,3007
7036957373121770014,酷派,8720L
1357489412728934098,华为,荣耀畅玩4C
6299390271751859173,联想 ,U817
-4663415145783071752,魅族,魅蓝Note 2
7191004772578886484,魅族,魅蓝Note 2
4448367797029063075,三星,Galaxy J5
-1477315069033029765,魅族,魅蓝Note 2
-5781846269251281690,魅族,魅蓝Note 2
5579464903797117705,三星,Galaxy Note 3
-9047533754069255557,三星,Galaxy Win
8856805359257980765,小米,红米2
-5673387178291517993,小米,MI 3
-3335985762822209667,魅族,魅蓝Note 2
1702701256940975354,酷派,5263
-8606809149557081646,三星,Galaxy Trend DUOS 2
-262365625113893795,vivo,X3L
1470663580411309610,小米,红米Note2
-1971228936102160415,小米,MI 4
-6347677829155994658,乐视,超级手机Max
1648218168394575763,华为,Ascend P8
-3614112780518100751,华为,荣耀3X
-6990741591729884391,小米,小米note
37987981111678137,三星,Galaxy Note 3
-6506583334681525092,华为,Ascend P8
-6201397980381263902,魅族,魅蓝Note 2
-4683219715367929009,酷派,Y80D
-1678661499439306609,三星,Galaxy Grand 2
-4866634101747518993,vivo,Y17T
4188737234359273143,华为,荣耀畅玩4C
-5880165844427315839,酷派,F2
-8177740326860112894,魅族,MX4
1018137509930342640,华为,Ascend P8
3568071112354984744,乐视,超级手机1s
-6786793181407022310,小米,MI 4
1145890569249026716,三星,Galaxy Note 3
-7029963678421254161,小米,MI 2S
-2935901501882417160,魅族,MX5
5279340429608095738,小米,小米note
-2408142288268248319,华为,荣耀畅玩4X
8952314147928417677,小米,MI 3
-1670994391885960981,小米,MI 3
6674456175929471314,华为,荣耀6 Plus
7009761137973083601,HTC,7060
8487653735881077111,华为,荣耀6 Plus
-169943879739117699,vivo,Y927
-4772624663141447229,三星,A680
4963049504675270364,三星,Galaxy A8
-4894875667707269747,三星,Galaxy Trend DUOS 2
4982421789738620271,OPPO,R7
5316177906880625731,HTC,EVO 3D X515m
981167903531759297,华为,荣耀畅玩4X
2951256393568227916,华为,C8813DQ
-136282184772490960,华为,荣耀畅玩4
-374719699130997132,华为,荣耀畅玩4
-5330794777473689900,HTC,Desire 816
7834227232126310384,魅族,MX2
201144040265908505,酷派,大神Note3
1763989140276196448,三星,Galaxy S6
6514173208849797482,华为,荣耀畅玩5
-6133699210168821356,三星,Galaxy Tab 2 P3100
-263251402022431124,OPPO,Find 7
-4974823544542063971,魅族,MX4
3249020639425256706,华为,荣耀3C
2159156755463139748,小米,红米note增强版
-2126728509530616517,黑米,A1
-5488122581107354862,三星,A750e
-4021858168813690343,小米,红米
-6387656632464360629,华为,荣耀畅玩4C
-8445707872863899245,华为,荣耀6 Plus
349929731691879505,三星,Galaxy A7
-2910722876834469404,华为,U9508
-8248313027338435677,OPPO,A31
-3409948166167869096,华为,荣耀畅玩4C
-8399321111200837451,三星,Galaxy Mega 2
-6464226553371541580,华为,C8818
-357412008914878348,OPPO,R1
-8110367865908830775,小米,红米note增强版
4139054774000776768,OPPO,U707T
-4229503727397385997,华为,C8817E
-2209909309548712828,小米,MI 4
2962633026119335685,三星,Galaxy Grand 2
5289525136656289143,小米,MI 3
2594093077098042770,魅族,MX4
-8351892742749619631,OPPO,A31
1379242616558866437,三星,Galaxy Note 2
-1596733437498405667,华为,Mate 7
-6471001007877557660,魅族,魅蓝2
-3246187980115724123,华为,麦芒3
-3738797693721299432,华为,Ascend P8
-7378218997797816542,华为,麦芒4
1734050676638523012,OPPO,R7
-6761834577760168710,三星,Galaxy S5
2332479818872740535,天语,U81t
7590833824087251027,华为,Mate 7
-4991889060866691326,魅族,MX5
8903113786134882303,魅族,MX3
7694120471691235510,vivo,X5L
7727348026007025752,朵唯,D330
2217618814797204399,OPPO,R7
3456617691323401053,魅族,MX4
2538600680691222228,小米,MI 4
-8957922566238697639,小米,红米note
-8626255238350395241,小米,MI 3
-611714782086005956,联想 ,红牛V5
-5576653416837092876,华为,荣耀畅玩4
-103884814478220103,华为,Mate 7
-1376542331623719625,三星,Galaxy Trend DUOS
-3539217607634646533,三星,A750
-5730120856981793730,三星,Galaxy Note 2
-2516615981036889436,三星,Galaxy Mega 2
-5591656154084065425,OPPO,A31
-1252170737641993684,OPPO,R7
8037300632150583995,小米,红米note增强版
-3368295594992859405,三星,Galaxy Note
-6410098918732256043,小米,MI 4
7477365005173495664,魅族,MX5
1402694491794274813,联想 ,V5S
713405724202879666,小米,红米note
4694558505032176610,HTC,T328w
7442042493953950800,vivo,Y27
6972499572238093782,OPPO,Find 7
5324265559580382936,小米,红米Note2
4435949454847698982,语信,小辣椒 6
-7693306747674142156,魅族,魅蓝Note 2
-4728026319123171349,小米,红米note增强版
700156737670276608,小米,MI 4
-4903112815456111659,天语,T619+
1511945034069911920,OPPO,A51
3532512127438987643,小米,MI 4
940978576082217239,vivo,Y33
-874685297545877022,酷派,F2
-6100133718429389184,华为,荣耀7
3488425494577029338,三星,K860
-4753322743813393992,酷派,大神F1
1118466018521889996,OPPO,R7 Plus
-2185172271932292118,魅族,魅蓝
-6733907942269398237,酷派,7295+
-3318615452917091511,vivo,X710L
6790331417536899541,三星,G3818
-688936662302830063,三星,A2580
5920158476371015564,酷派,8190Q
3961633267544646782,vivo,Y33
344808805433295967,华为,荣耀6 Plus
-3115320449363004447,华为,Y511-T00
-3087201843374774766,华为,荣耀畅玩5
8463034039680786210,华硕,ZenFone 2
1881310789793125437,小米,MI 2A
-8152734961612001764,小米,小米note
-4519336152235251029,魅族,魅蓝2
-5245834514130370654,HTC,Desire 816
8125322160674865871,OPPO,3005
-7424112206208481729,OPPO,R7
982025693716059498,OPPO,R7
-1075419978968096606,小米,红米note
-862292400624237432,三星,I8268
-8864681200810292395,魅族,魅蓝Note 2
-3808473738899443814,vivo,Y20T
3781635176953790652,TCL,P301M
1903561219345890901,三星,Galaxy Trend 3
3143830999237853286,TCL,么么哒3N
-421695263629687218,酷派,炫影S+
-3336995381983148455,酷派,8707
1458196364485534769,酷派,锋尚Pro
1119365934978142018,小米,红米Note2
-7205658089420706211,努比亚,Z5S Mini
-7022169902813604885,华为,荣耀3C
-1348915071467227943,小米,MI 3
-881124087986901333,华为,荣耀畅玩4C
-2698109560669865264,小米,红米note
-1316139168940067778,小米,红米note增强版
-8221244492918228023,三星,A708t
2523014270679705240,小米,MI 4
2518466748573433624,三星,Galaxy Grand DUOS
2941821154153793863,小米,MI 4
3041924857586772025,vivo,X5Pro
-5083055636738947501,三星,Galaxy Note 3 Lite
-6608235058034936222,小米,红米1S
919932697270814039,vivo,X3T
-394582654031064105,华为,G610S
-6185730166013880002,华为,荣耀3C
-7819569846573476579,小米,红米1S
3083891249160678743,小米,M5
9176301081465712308,华为,P8 Lite
7557519777171849577,果米,M6
6666516196436011102,华为,MT1-U06
-2629123164537110314,奇酷,青春版
-1569162303287320172,小米,MI 4
4082947614728603726,华为,P8 Lite
-6925867818343672941,三星,乐檬K3
4720072382111922785,小米,红米
4200286138250767017,LG,G2
-4084613178005927095,三星,Galaxy Win
6584553766269290444,华为,荣耀畅玩4
4995298676252583463,vivo,Xperia Z
1238810670389769060,vivo,Xperia Z3
-5995831879852479826,魅族,MX4 Pro
5312936027560638436,华为,荣耀畅玩4C
-1197758354372788293,小米,红米Note2
-8735722598257745233,vivo,Xperia Z3
57220493592309834,OPPO,R7 Plus
-4396648335800861641,华为,Mate 7
-4451723804952188743,小米,ELIFE S5.5
-8389765333308859481,三星,Galaxy Grand DUOS
-8622514952534429366,华为,荣耀6
-143820633802815206,三星,黄金斗士A8
4139489735547616402,HTC,One M9
-748602050892597104,华为,Ascend P7
2032704822400928655,小米,小米note
8523880362952903278,OPPO,R7
-873835476493385568,华为,G525
1962193088071331914,三星,Galaxy Tab 2 P3100
7210626672754116261,华为,荣耀3X畅玩版
-241848772627837668,华为,荣耀畅玩4C
8203733555346523981,华为,P8 Lite
2306264091486572927,奇酷,旗舰版
-8560783091402368896,vivo,Xplay3S
5097561093078081121,魅族,MX3
8255115505960853647,vivo,X5Max+
-3017118296699875488,OPPO,A51
-2213218588428687259,小米,note顶配版
3121277445418332489,华为,P8 Lite
-6580499825426121759,vivo,Xplay
-6361931789412464407,乐视,超级手机Max
-832696239293653842,三星,S890
-5511781540194221788,OPPO,A31
3365881378817521828,魅族,MX4
32915763090299854,OPPO,R1S
3259349460499930935,小米,红米Note2
7754926785115435368,米奇,M6-M7
-3272499323497869992,华为,荣耀7
8735242725042825102,vivo,Xperia P
-6558515989780564481,三星,A388t
6985705468388376732,小米,MI 3
-6622983999462170355,三星,Galaxy S3 Neo+
-2917608643931836355,三星,B9388
4644134456650593589,海尔,HT-I860
-2197170864284755622,华为,麦芒4
-2196600634988448003,华为,荣耀畅玩4
4464629825385856703,锤子,坚果手机
5234255357396266073,华为,荣耀6
6338860190185399425,华为,荣耀6
8987926518097525354,OPPO,Find 7
1269545722448668395,小米,MI 4
1898080768059801709,三星,Galaxy J5
-7912995506309751377,小米,红米note
-7471593656241519723,华为,荣耀畅玩4C
-9183876144649472929,vivo,Y20T
-7509773671015077720,OPPO,R7 Plus
-2855573918028372090,三星,乐檬K3
6469000968870647277,华为,荣耀6
-1767825444602603270,小米,红米Note2
8735941040054019690,魅族,魅蓝2
7434749272032998315,酷派,F2
4211468152935153529,一加,One
477669772456940257,三星,乐檬K3
13976334765768721,三星,Galaxy S4
5164709194749145784,三星,大器3
-7120386356964733160,魅族,魅蓝Note 2
-2542433626932801157,LG,Nexus 5
8650104041033137831,华为,荣耀3C
-5397809237265812727,vivo,X5Max+
-1754918571322690034,三星,Galaxy A8
-2806274827895313652,魅族,MX5
-4765467850509194431,三星,S5830I
659748223045367161,OPPO,R7 Plus
-5072272042850381653,三星,Galaxy A5
-2835353743530855519,小米,红米Note2
5049923316092335651,华为,C8816D
-3507298760041145746,三星,Galaxy Trend 3
4309182158414015398,华为,C8818
1931509655515140682,小米,红米note
1402460368780279698,华为,荣耀畅玩4C
-6902819188859273267,小米,小米note
-337650700659020862,华为,Ascend P6
-3203459071986753015,魅族,MX2
8711379749209324410,OPPO,R6007
-6923005786818774474,中国移动,M601
6716630393809806046,三星,联想黄金斗士S8
492740372135814320,华为,P8 Lite
-3446388161875529251,努比亚,Z9 Max
3563321404321530594,小米,小米note
4683306480931243604,三星,Galaxy S6 Edge
-5588977977091590360,乐视,超级手机1
-2681646359043657901,华为,荣耀3C
4707346321609064806,小米,红米2
-9104311751454104211,华为,荣耀畅玩4C
1337083560467189042,小米,红米1S
-4651631348534599903,三星,B9388
1845391018981299964,三星,乐檬K3
8249323715124763946,小米,红米note
-8855398209848477743,小米,红米note增强版
9100240175776328788,小米,MI 4
-27254779696140858,三星,Galaxy Trend 2
-4150528250806948948,华为,荣耀7
-436816569815359531,小米,MI 2S
-6039552538839943512,魅族,MX3
8438610165881350377,三星,Galaxy Note 3
5357205688194734751,华为,荣耀6
6627405665925521345,小米,红米note增强版
5967031669801853063,三星,S898t
7391195777755810921,三星,Galaxy Note 3
-7359835579304485744,乐视,超级手机1
7330961640338552053,锤子,T1
-3051936199211092573,小米,红米2
-4593843222456677,三星,Galaxy Note 3
-5691125560471819449,OPPO,R3
5775429457190566475,vivo,X3T
488574975812298092,魅族,魅蓝Note 2
-4930660369907358627,三星,S7568
-8078049550125293908,华为,X1 7.0
-2010688433646499372,魅族,MX5
-3013240245690026085,魅族,MX4 Pro
-8044832292276889950,OPPO,A51
-2156461464455241149,魅族,魅蓝Note 2
-2160933576627436178,三星,Galaxy Win
5479431837696244085,小米,MI 4
641124703784043763,华为,荣耀4A
-3917936049909906447,vivo,X3T
-3967615801807346283,vivo,X5Pro
8773866486423204825,魅族,魅蓝2
8215882346348732364,魅族,魅蓝Note 2
-8478618489422462728,三星,Galaxy Note 2
7416759076990992118,小米,红米note
4347054254633945723,三星,Galaxy J7
-3589398276546797221,vivo,X5M
2386302833960884664,华为,Mate 7
6657067236221386771,三星,Vibe Shot
6579526128855871862,小米,红米note
6469653531493543741,华为,荣耀6 Plus
-7280607317210728566,小米,MI 4
-7828146679966720591,华为,Ascend P6
2955154484871944933,小米,MI 2S
-6009965790636044464,小米,小米note
-1963065851837627601,TCL,P301M
-7929258727109283891,联想 ,9180
-819550348490669407,三星,Galaxy Note 3
-1362234956298400947,华为,Ascend P8
1713166548307901201,小米,ELIFE S5.5
4715528992996035484,小米,MI 4
-6195319377652131969,华为,G6-C00
-7575034366143152169,小米,红米note
8362423774566365487,魅族,MX2
8222933177943105766,酷派,大神F2全高清版
-3687277229377893960,vivo,Xshot
-376217113954765112,小米,MI 3
1820833615677939847,小米,红米2
8476856376414673821,小米,红米2
-5298720695786488186,vivo,Y27
4908602508490640065,三星,Galaxy Note 3
-2644845409011977328,小米,MI 3
-654716530951320304,华为,荣耀畅玩4X
-3998075490921383260,华为,Mate 2
9154489796327518184,vivo,Y13
7133745775373283958,ZUK,Z1
4240395689347538247,华为,荣耀7
8221362113555243429,三星,Galaxy Note 3
5633355898343413184,三星,Galaxy S4
9077595520242311491,vivo,Y13
-3325526288812148840,魅族,魅蓝Note 2
1883717659365771258,华为,荣耀6 Plus
2164288447364395540,小米,MI 4
-4815028615495424532,小米,note顶配版
8806687216779686942,华为,荣耀3C
-345661577627558524,OPPO,R7
-5196945383174010139,魅族,魅蓝2
2865694492265247305,酷派,大神Note3
-6314072935617406404,OPPO,R821T
-1539085637249148153,三星,Galaxy J7
-5338321500518625585,三星,Galaxy S4
-2954936647226600772,OPPO,R2017
-1817502319478569661,OPPO,R819T
-366724491455285072,三星,黄金斗士Note8
-2721250033099370952,LG,G2
-7893991882862338589,LG,L22
-5299269324515431673,酷派,5316
6806178104942315122,华为,麦芒4
-8022098430584589080,小米,MI 3
6654272690290976664,魅族,MX5
473067357855167588,三星,Galaxy Mega 6.3
3971531236550264569,三星,Galaxy S4
-2427567403849376448,三星,Galaxy Core Max
-8963412878885048220,小米,MI 4
-2561075388758274196,小米,红米1S
-485074109117378534,酷派,大神Note3
6017239779750496633,天语,T60
-6249537560953411626,华为,Mate 7
1532734557130923035,OPPO,R7
-888336942985766986,小米,红米2
-5306154048229203959,HTC,One max
-5267288983683833457,小米,MI 2S
-101308859432825314,小米,MI 2S
6302421039013288762,魅族,魅蓝Note 2
-5665149919949736362,魅族,魅蓝NOTE
-825473949448088275,vivo,X5Max+
4202706875495444116,酷派,F2
-6750177097614946780,ZUK,Z1
-5864374473029573449,三星,乐檬K3
2360292603460527432,华为,Mate 7
-8863624113114158610,酷派,K1
-5812446985237514100,三星,Galaxy E7
4776548357806906978,三星,Galaxy Grand 2
8367473926534989169,三星,A320t
3823997782510833662,三星,Galaxy Grand DUOS
-4345549396196931897,华为,荣耀7
6300921191783462368,三星,Galaxy Win Pro
-7375034149340101614,三星,Galaxy Note 2
6893363786515954635,小米,MI 3
-7394574692322906148,酷派,大神F2全高清版
7042236949755400553,三星,Galaxy Grand Prime
-1339866294168846158,米歌,M201S
-6690822848524997751,努比亚,Z9
5259165603966648937,三星,S820
-5776661228811229729,小米,MI 4
-6956470242013819021,酷派,大神Note
-5321908127330240687,vivo,X5Max
-2689792164030500344,三星,Galaxy S6
4790560118954955005,努比亚,Z9 mini
104487482101178415,vivo,Y33
2605340497705672989,小米,S7
-1150250469888190564,魅族,魅蓝NOTE
-957033212493672816,联想 ,Blade S6
5679199491026378114,小米,红米2A
-4392057401791032359,三星,Galaxy S2
-2996351778418994688,HTC,T328t
-8206965605494797731,华为,Ascend P8
1314003659098874670,酷派,8720L
-1983207822042289865,魅族,MX3
-5034199065542418309,三星,Galaxy Style DUOS
2928863107061152117,酷派,大神F1Plus
-3248750260302393478,三星,Galaxy S6 Edge
-2379024856801066350,小米,红米note
-7095955726586854247,华为,C8813
-6996452835490120088,乐视,超级手机1
-4866681509795839631,三星,Galaxy Win
-9055203415093458282,三星,Galaxy S3
-4497830324238836067,魅族,MX3
-5106448846980983649,诺基亚,XL
-9053104100300014541,三星,Galaxy Grand Prime
49322038839767680,HTC,Desire 626
4638293134843850798,vivo,X3L
8193302810720937517,华为,荣耀畅玩4X
5693995048640693643,华为,荣耀6
-6086119193975907978,三星,Galaxy Note 3
-3427543770281152342,OPPO,Find 5
-8840559083607639342,vivo,X1ST
206840422692151039,斐讯,C630Lw
5480706047405839871,锤子,坚果手机
4160215811667716633,三星,Galaxy S3
-7775590907233869131,魅族,MX4 Pro
-4399727280112833897,vivo,X5Pro
-5449695637741997344,华为,G7 Plus
4446527329970629861,OPPO,R1C
-4610656475369678895,优米,UIMI3
3480283051943797797,乐视,超级手机1
-7333254297100722555,vivo,X5L
5696043777648703363,小米,MI 2A
2279260056321804755,OPPO,R7
-5348287665768383945,三星,Galaxy S6 Edge
8776897768464780979,三星,A300t
-6112994468538635401,小米,红米note
3013708984026103387,OPPO,6607
772199673360769808,小米,MI 4
2338607693501113556,vivo,X5L
6279865784859456624,魅族,魅蓝Note 2
2689037718582999214,小米,MI 3
5310658364769412431,HTC,Butterfly
-6631323945701001580,OPPO,1105
-4042244989728390587,华为,P8 Lite
-4151091724346402203,华为,荣耀3C
-4154491260822770863,三星,Galaxy S4
-3204070991590931955,小米,红米
-3036649498771920665,小米,红米Note2
-8195359578209871692,三星,Galaxy A8
-7329609968423037869,魅族,魅蓝Note 2
683803262417576409,华为,Ascend P6
-5805260209896801720,vivo,X5Pro
-1039866256575456089,华为,Ascend P8
4234307100521429081,小米,MI 4
-2270389531912283743,小米,小米note
2544465388214716922,中国移动,A1
28321122438825035,酷派,F2
-4015342202107443044,乐视,超级手机1 Pro
-1583571057489220783,酷派,F2
-4818483576432802105,LG,Nexus 4
1326966726209670407,小米,MI 3
-2390804206817122198,三星,Galaxy Win
5580850123154488573,乐视,超级手机Max
-2493147196648512844,OPPO,R5
8457866730523426732,小米,红米note
-852444086777364992,三星,A500
-7498702976766269122,三星,Galaxy S4
-2531426969240841143,小米,MI 2S
4631474331202892970,三星,乐檬K3 Note
7051212711233277550,vivo,S12
1229299854558172574,OPPO,R7 Plus
-6440995332775645656,vivo,Xperia S
-8901333416128599303,小米,小米note
-4076635778245381833,努比亚,Z9 mini
7103813121668364756,小米,MI 2S
-6886807674582426024,OPPO,Find 7
6921042571227157689,三星,Galaxy S6 Edge
-4239218569942397564,努比亚,Z7 Mini
-8567726597533065261,魅族,魅蓝NOTE
2946238137487593543,华为,G730-U00
-7003448032278659751,三星,Galaxy Note 2
-5675302148654946223,三星,Galaxy Note 3
7016275492713878358,vivo,X5Max+
-3219582051346134853,华为,Mate 7
5386522003490598122,华为,C8816
65295117994371084,三星,Galaxy S6 Edge
-5335292919745070365,努比亚,Z7 Mini
-8464427192243272379,vivo,X1ST
-5593484108974013888,华为,Y618-T00
-762124153995746997,小米,红米2
-775829576166158455,小米,GN151
-5040204346963735068,酷派,F2
-3605777361885308596,vivo,Y33
-4647981010574665728,OPPO,R7 Plus
-5333061355059178318,小米,MI 4
396147781599677380,小米,红米note增强版
-2823864655698018261,OPPO,R7
7857160970247278101,三星,Galaxy Grand 2
-730283019637385061,小米,红米1S
-1593001493782304263,华为,荣耀畅玩4C
-638994469638974510,小米,MI 3
1489570112407656139,小米,小米note
-7135629091318910074,华为,U9508
5612828601871554575,魅族,MX5
-3553257224141696954,酷派,F2
1254502642787836566,HTC,One
-6352566665311664162,华为,荣耀6
-5853822721649908988,三星,Galaxy Note 3
-6465305512292101232,OPPO,N1 Mini
-6290802139224210744,华为,荣耀6 Plus
-4814251395234551716,小米,红米note
4315546346787670316,华为,荣耀畅玩4C
4438607557011391350,小米,MI 2A
6302892396313258995,小米,红米note
3292507470659549605,小米,红米2
401961330551310135,HTC,Desire 816
-7840153352451547761,三星,A678t
-4077171737481559136,HTC,T327t
-4968481095027367059,三星,Galaxy Note 3 Lite
-7979873038230992729,华为,荣耀畅玩4X
3706767640296144830,魅族,魅蓝NOTE
-5997731499447566064,三星,Galaxy S6 Edge+
-1034171529079791984,华为,Mate 7
-5689938491848014095,三星,Galaxy Note Edge
4074564617742707001,华为,G730-U00
-3208690777950697465,HTC,Desire 816
-4200574173073870601,乐视,超级手机1 Pro
813093809168662323,小米,红米
-4062045723458138613,魅族,MX4
-5798174891735241539,中国移动,A1
-6999906303876929088,三星,Galaxy Grand Prime
2553785668794157889,小米,MI 3
-444416238579836434,HTC,Desire 816
-4361183213442296715,小米,红米2
-2197036784391764202,小米,红米Note2
-2368952082393254701,魅族,魅蓝2
-1701575747402948504,乐视,超级手机1
-339054375738584474,魅族,MX4 Pro
3396214697706442981,vivo,X3T
-4047091239451547677,OPPO,Find 5
2571911259983373973,酷派,大神F1
1468476731091185917,三星,Galaxy Win
7667281571046368305,三星,Galaxy Mega Plus
-9161182792644589448,三星,A3800d
3738982136827374181,三星,Galaxy Note 2
2355291297431548572,OPPO,R1S
4522328519277971022,魅族,魅蓝Note 2
-3013462808295141059,魅族,MX3
3486188861125330368,小米,红米2
-4753186842483828188,华为,荣耀7
-3194281257235902807,三星,Galaxy Trend DUOS
-5331422924206220077,乐视,超级手机1 Pro
1152151929595714536,三星,Galaxy S5
7902121677206794803,魅族,MX3
938346991624752180,三星,Galaxy Trend 3
1992910584202265269,小米,MI 3
-6129708350204171838,魅族,魅蓝
570963452378346622,OPPO,A51
-9215964883962797708,魅族,MX4 Pro
1018455919598309651,华为,荣耀3C畅玩版
-9111269278388868224,酷派,5310
-8193503432178373803,华为,荣耀3C畅玩版
6568640239620537813,OPPO,R7
-2390080344814338031,华为,P8 Lite
-4884826983930675506,小米,红米1S
-2920546275815741411,米歌,M201S
5263346274527991768,vivo,X3L
-7656952115283708525,三星,G3818
-334702841541899032,三星,Galaxy S4
-8610435930243128159,联想 ,Q519T
4192566841534731414,华为,Ascend P8
6452144453780768369,OPPO,Find 5
-736899993504126239,小米,MI 2
928271576537279018,OPPO,R2017
6754326847443463060,华为,荣耀3X
-1646790028701330933,OPPO,R5
7130797968759530660,华为,荣耀畅玩4X
7300436346961464813,三星,Galaxy Mega 5.8
6918302786699531567,华为,荣耀6 Plus
9189720956583071572,酷派,F2
-1478040216517101238,HTC,One
-2042032235575753752,小米,MI 4
-9158247380862439675,小米,红米
2361044820214182797,vivo,X5Max+
8139005652589120480,vivo,X5Pro
7682894409224349500,vivo,Y22
1365009575577751266,乐视,超级手机1
6633205642996107453,vivo,Xperia Z2
-3371147580677747946,小米,红米note
-3066141991894726227,三星,Galaxy Note 5
-7261863625922606574,小米,红米
-5915714223069442526,联想 ,V5 Max
2388353562882938955,小米,MI 2S
-5907373486296881120,魅族,魅蓝Note 2
5437578764600220557,华为,荣耀3C
1191802956345517893,小米,红米note
-7386548654179096402,小米,红米note
937651711547992728,三星,Galaxy S4
4219558674660151612,华为,Ascend P6
4293741010246252270,小米,MI 3
1410611112095824079,华为,荣耀6 Plus
-3758000721832543774,vivo,X3F
5645007023004325032,小米,MI 2S
4534722152344960727,小米,MI 3
5513099307498378481,魅族,MX3
4321416796372310970,小米,红米Note2
-8800095656132745183,小米,红米note增强版
-469948784934150364,酷派,大神F2全高清版
2283274279153424578,魅族,魅蓝Note 2
-2386668126926674931,OPPO,R817T
-8817076178796927619,魅族,MX5
137608796848709378,华为,荣耀畅玩4C
-4727111765450797761,小米,红米Note2
-7037909304328309612,华为,荣耀7
-7916932694250574956,华为,荣耀6
6590338501784819674,三星,Galaxy Note 3
8772503032046436515,三星,Galaxy Note 3
-411612402530041890,小米,GN9002
643222416569449601,vivo,X5Pro
553234182651842332,OPPO,R5
-7296688647213596803,小米,MI 4
-4666362332783158804,小米,小米4C
5087192138303781624,魅族,魅蓝2
-7518274011414154141,vivo,Y23L
-3968659931554374261,三星,Galaxy S5
-4017478068290442701,华为,C8817E
7370635051630160019,OPPO,R7
2803159040687395391,小米,MI 2S
-7030740353273470066,酷派,5950
-2278028804105765355,努比亚,Z9 mini
752558900472858691,酷派,大神F1Plus
-1545307036225677343,华为,Mate 7
-4243610409622971126,华为,荣耀6
1217184711454934220,小米,MI 2
-7806432446495569127,vivo,Y27
-2565554173245153605,三星,Galaxy A5
-1859981127527552286,OPPO,R7
-93282265041777281,华为,MediaPad M2-801W
5499141943510653286,乐视,超级手机1
-6039011023612336467,小米,红米2A
-6763702406890907810,语信,小辣椒 M2
-991250918475365711,魅族,魅蓝Note 2
-4803622663410316688,vivo,X1ST
-4696501144489398764,中国移动,M812C
-7284646181549955482,三星,S810t
-2627417444100850757,华为,Ascend G6
-164287049127672807,小米,MI 3
1788433578222045305,小米,红米1S
-8590602574590034793,vivo,X5Max+
4500064046385712791,锤子,坚果手机
3340363901105693034,三星,Galaxy Core Max
3805867563523555640,OPPO,R827T
4159871082949662,OPPO,R3
-803859361992154433,小米,红米2
6320060130877266555,华为,G610S
1863926681726214303,vivo,X1
389641837562761590,vivo,Y13T
6971212417890451091,魅族,MX4
544271926950434447,华为,荣耀3X畅玩版
-4196451372375895416,三星,Galaxy Mega 6.3
-9184584176392232948,小米,MI 4
-7797431990133185608,三星,Galaxy S4
2601606673970941099,三星,Galaxy Tab 3 7.0
6073110481714029576,小米,小米4C
-8968005226230316730,小米,小米note
6636481111909171377,小米,MI 3
8054933227159325067,OPPO,A31
-5460671492861584555,华为,荣耀畅玩4X
4284090799547986398,魅族,魅蓝NOTE
-7064749545935103456,三星,Galaxy Grand DUOS
3893387920896871241,三星,S810t
5020389893146302716,三星,A3800d
4113784012997745480,小米,红米Note2
-8303939518878378269,三星,A2800d
-3812516895429206850,三星,Galaxy Core Prime
-7322541899973629083,小米,红米1S
-1758453296652263990,vivo,Xplay
-1839321859337226783,三星,K860i
-2126878830433631793,华为,Ascend P7
-4077858706134722276,vivo,X5Pro
3159508331746158933,一加,Two
6608925831224482784,魅族,魅蓝Note 2
3027710872992543431,小米,红米note
8710980501844402168,华为,荣耀畅玩4X
-2587793805784892507,小米,红米
9132768275972508455,魅族,MX4
4665498758565994155,三星,Galaxy Note 2
-8369002736678082479,三星,Galaxy S3
-7084314911368387527,三星,Galaxy S6 Edge
7984780140404959505,华为,荣耀6 Plus
-254562306854755507,中国移动,A1
-6286417660195551003,小米,红米note增强版
-5566139051941769666,华为,荣耀畅玩4X
8270748700333608321,小米,红米2A
-4782921374264353548,小米,红米note
8783374514239877844,vivo,Xperia Z1
5333556795493640360,三星,Galaxy Note 4
8614766968294951745,小米,MI 4
864116150003155884,vivo,X5Pro
-6606030200863864579,华为,Ascend P8
-512050705169877503,华为,Ascend P8
-5996334718889794043,小米,红米note
-3000324223931222280,小米,note顶配版
-5496497875231995111,OPPO,R5
144398046103110774,OPPO,R7 Plus
