REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average_Credit_Card_Transaction,Balance_Transfer,Term_Deposit,Life_Insurance,Medical_Insurance,Average_A/C_Balance,Personal_Loan,Investment_in_Mutual_Fund,Investment_Tax_Saving_Bond,Home_Loan,Online_Purchase_Amount,gender,region,Investment_in_Commudity,Investment_in_Equity,Investment_in_Derivative,Portfolio_Balance,Revenue_Grid
3788,3,36-40,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1986,Granada,L23 4TW,L23,61.45,109.95,9.49,140.4,46.93,93.97,0.0,189.83,9.49,0.0,11.97,Female,North West,73.64,50.88,80.1,188.91,2
8527,Zero,71+,Widowed,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1989,Central,B91 2EX,B91,144.46,29.49,0.0,22.49,0.0,29.99,0.0,47.96,0.0,0.0,0.0,Female,West Midlands,39.29,12.99,16.74,87.55,2
399,Zero,51-55,Partner,Housewife,Professional,Own Home,">=35,000",No,Yes,1998,Anglia,MK17 8NP,MK17,9.99,0.0,0.0,0.0,0.0,14.49,0.0,14.99,0.0,0.0,0.0,Female,South East,2.0,4.91,4.91,18.66,2
5887,3,41-45,Partner,Business Manager,Professional,Own Home,"<15,000, >=12,500",No,No,1976,HTV,CF37 1SE,CF37,0.0,174.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,Wales,35.0,0.0,0.0,39.62,2
1662,Zero,45-50,Partner,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1998,Yorkshire,PE25 3EZ,PE25,167.46,0.0,107.92,0.0,9.99,14.99,0.0,0.0,0.0,0.0,0.0,Male,East Midlands,57.07,2.5,4.16,49.52,2
10044,2,36-40,Partner,Professional,Unknown,Own Home,">=35,000",No,No,1995,Carlton,HA7 4RY,HA7,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,4.0,0.0,0.0,-24.55,2
10804,Zero,65-70,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1962,Central,GL52 4AN,GL52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.98,0.0,0.0,0.0,Female,South West,0.0,4.0,4.0,-7.22,2
3675,Zero,71+,Partner,Retired,Retired,Rent from Council/HA,"<10,000, >= 8,000",No,No,1951,Tyne Tees,NE21 6NH,NE21,0.0,0.0,0.0,0.0,14.97,34.47,0.0,19.98,0.0,0.0,0.0,Female,North,2.99,9.08,11.57,26.05,2
1067,3,36-40,Partner,Business Manager,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1983,Granada,CW8 3NN,CW8,0.0,37.48,0.0,216.4,9.99,3.99,0.0,29.98,0.0,11.48,0.0,Male,North West,52.77,7.58,43.39,121.02,1
10560,Zero,61-65,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1976,Granada,PR7 6HL,PR7,30.32,26.48,30.0,3.53,34.99,9.03,57.36,34.13,23.98,0.5,19.47,Male,North West,25.06,24.08,27.17,42.33,2
5844,2,31-35,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1994,Carlton,PR0 9XF,PR0,122.17,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0,478.99,Female,North West,26.57,79.83,1.78,107.76,1
7296,Zero,22-25,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,No,1995,Granada,BB5 0JX,BB5,81.95,0.0,92.97,36.47,123.86,38.39,45.98,32.45,33.41,0.0,10.47,Female,North West,67.05,26.78,51.76,118.77,2
6732,Zero,31-35,Single/Never Married,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,No,1984,Central,PE10 9DD,PE10,29.47,10.03,0.0,236.37,21.47,21.97,30.48,15.48,1.0,0.0,0.0,Female,East Midlands,59.47,11.49,54.46,148.44,2
9254,2,31-35,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1998,Central,NG31 8NN,NG31,0.0,0.0,0.0,45.48,0.0,9.99,18.99,33.97,0.0,0.0,0.0,Female,East Midlands,9.1,10.49,18.07,70.25,2
2001,2,31-35,Partner,Unknown,Unknown,Own Home,"<25,000, >=22,500",Yes,No,1980,Granada,WA15 7ET,WA15,0.01,280.43,27.99,0.55,0.0,77.45,388.97,17.47,0.0,0.0,0.0,Female,North West,61.8,80.65,80.74,289.33,2
4523,1,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,Yes,1987,Central,NG2 6LH,NG2,0.0,0.0,24.98,30.0,0.0,20.0,90.87,11.99,13.92,0.0,74.91,Female,East Midlands,11.0,35.28,27.8,84.7,1
8928,Zero,26-30,Partner,Professional,Student,Own Home,"<20,000, >=17,500",No,No,1988,Granada,WA4 2UW,WA4,9.49,0.0,59.46,82.96,0.0,89.86,34.98,0.0,21.94,13.96,29.99,Female,North West,30.38,31.79,38.29,106.73,2
2024,1,41-45,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1976,TV South West,TR10 8BU,TR10,0.0,0.0,0.0,29.98,0.0,49.94,0.0,11.99,0.0,0.0,3.49,Female,South West,6.0,10.9,15.32,37.95,2
1360,Zero,45-50,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<17,500, >=15,000",No,No,1990,Meridian,WA10 1AY,WA10,0.0,0.0,0.0,53.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,10.8,0.0,9.0,7.37,2
2149,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1997,Granada,CH3 6DL,CH3,233.92,70.45,259.42,88.45,47.95,48.94,132.42,47.48,16.46,14.98,0.0,Female,North West,140.04,43.38,63.62,250.62,2
3051,Zero,71+,Widowed,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1963,Scottish TV,G61 3DU,G61,0.0,108.95,39.98,206.36,43.97,31.97,0.0,75.93,0.0,12.07,103.42,Male,Scotland,79.85,37.23,59.71,143.42,1
3618,2,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1994,Scottish TV,KY11 1HW,KY11,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,Female,Scotland,0.0,0.5,0.5,-17.32,2
2302,Zero,61-65,Divorced/Separated,Retired,Unknown,Own Home,"<17,500, >=15,000",No,No,1996,Meridian,PR5 4EU,PR5,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,0.0,0.0,0.0,-9.03,2
2290,Zero,41-45,Partner,Other,Manual Worker,Own Home,">=35,000",No,No,1986,Border,DG7 1HS,DG7,0.0,0.0,0.51,0.0,0.01,0.0,0.0,23.48,0.0,0.0,0.0,Female,Scotland,0.1,3.91,3.92,-2.45,2
9542,Zero,51-55,Partner,Other,Business Manager,Own Home,"<27,500, >=25,000",No,No,1986,Anglia,WA11 1ER,WA11,73.97,145.92,91.43,315.32,126.37,164.84,0.0,118.26,59.94,0.0,419.24,Female,North West,150.6,127.05,130.79,420.18,1
4426,Zero,65-70,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1961,Carlton,L18 7HJ,L18,0.0,42.98,0.0,26.98,0.0,22.48,0.0,13.49,0.0,0.0,0.0,Female,North West,13.99,6.0,10.49,57.9,2
11506,Zero,45-50,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,No,1969,Anglia,NR12 9RE,NR12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.49,0.0,0.0,Female,East Anglia,0.0,6.58,6.58,46.86,1
3697,Zero,71+,Widowed,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1984,Carlton,IG5 0EP,IG5,39.48,49.48,24.98,14.49,14.99,0.0,0.0,0.0,19.49,0.0,0.0,Female,South East,28.68,3.25,8.16,6.6,2
5041,Zero,51-55,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1965,Yorkshire,LS25 2ER,LS25,51.48,210.37,52.47,418.93,0.0,125.37,0.0,109.41,10.47,3.49,64.97,Male,Unknown,146.65,52.29,110.7,343.12,1
5398,Zero,55-60,Partner,Retired,Housewife,Own Home,"<30,000, >=27,500",No,No,1994,Anglia,PE37 8HQ,PE37,26.98,0.0,0.0,0.0,10.49,31.98,0.0,32.97,0.0,9.9,0.0,Male,East Anglia,7.49,12.48,12.57,-8.6,2
2376,3,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1997,Meridian,PO20 6AY,PO20,0.0,181.92,29.99,0.0,10.99,104.89,0.0,50.46,3.49,14.47,188.62,Male,South East,44.58,60.32,28.31,136.6,1
5930,Zero,65-70,Single/Never Married,Retired,Retired,Own Home,">=35,000",No,No,1980,Meridian,PO15 5NB,PO15,0.0,0.0,24.99,0.0,0.0,6.99,0.0,13.48,0.0,0.0,0.0,Male,South East,5.0,3.41,3.41,52.17,2
444,1,45-50,Partner,Professional,Professional,Rent Privately,">=35,000",No,No,1998,Carlton,PR10 8EW,PR10,154.93,114.96,149.46,144.43,65.96,195.4,293.24,135.9,51.92,57.91,14.98,Male,North West,125.95,124.89,147.81,406.24,2
3190,3,36-40,Partner,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1991,Grampian,AB39 2GN,AB39,0.0,59.48,0.0,43.98,0.0,18.48,0.0,35.47,0.0,13.97,0.0,Female,Scotland,20.69,11.32,16.32,-5.82,2
8397,Zero,51-55,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1965,Yorkshire,DN12 3EH,DN12,14.48,294.83,6.04,105.4,81.94,286.81,25.99,62.92,8.99,86.37,616.95,Female,Unknown,100.54,181.34,95.34,345.73,1
7652,Zero,55-60,Partner,Secretarial/Admin,Retired,Own Home,"<22,500, >=20,000",No,No,1980,Granada,SK8 3TG,SK8,169.46,98.97,118.91,405.34,97.37,92.41,23.47,105.92,34.98,21.97,0.0,Female,North West,178.01,46.46,126.58,344.9,1
4627,Zero,55-60,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1975,HTV,SY16 2DT,SY16,19.49,0.0,0.0,0.0,4.49,4.99,0.0,0.0,0.0,7.99,1.0,Female,Wales,4.8,2.33,1.58,4.08,2
6337,1,22-25,Partner,Student,Unknown,Own Home,"< 4,000",No,No,1980,HTV,SA8 3DB,SA8,17.99,123.45,54.48,249.91,39.98,14.98,0.0,0.0,0.0,0.0,0.0,Female,Wales,97.16,2.5,50.81,146.82,2
9654,2,41-45,Partner,Unknown,Secretarial/Admin,Own Home,"<22,500, >=20,000",Yes,No,1983,Grampian,AB23 8FT,AB23,8.98,119.93,49.49,145.88,142.36,129.88,34.44,106.42,38.43,9.49,21.98,Male,Scotland,93.33,56.77,99.57,324.62,2
10948,Zero,41-45,Partner,Manual Worker,Manual Worker,Own Home,">=35,000",No,No,1974,Granada,BL8 2QU,BL8,0.0,49.98,0.0,50.98,0.0,34.98,0.0,0.0,0.0,5.98,0.0,Female,North West,20.19,6.83,14.33,25.21,2
6089,Zero,61-65,Widowed,Professional,Unknown,Own Home,"<27,500, >=25,000",Yes,Yes,1965,Grampian,AB41 6AQ,AB41,0.0,0.0,0.0,14.49,0.0,32.48,0.0,213.34,0.0,8.46,0.0,Female,Scotland,2.9,42.38,43.39,149.05,2
8502,2,31-35,Partner,Professional,Business Manager,Own Home,"<30,000, >=27,500",No,No,1996,Granada,WA10 5JS,WA10,0.0,69.91,0.0,96.42,0.0,380.75,0.0,183.25,44.44,33.43,6.49,Female,North West,33.27,108.06,117.48,258.26,2
10018,Zero,31-35,Partner,Professional,Professional,Own Home,">=35,000",No,No,1996,Meridian,ME16 9JG,ME16,87.96,49.97,129.43,67.47,119.88,178.86,23.0,169.89,32.87,20.96,486.89,Female,South East,90.94,152.08,98.66,316.78,1
8016,Zero,61-65,Divorced/Separated,Retired,Unknown,Own Home,"<12,500, >=10,000",Yes,No,1997,TV South West,EX4 5ED,EX4,0.0,7.99,0.0,41.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South West,9.99,0.0,6.99,22.3,2
1733,2,45-50,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1985,Carlton,GU7 1TQ,GU7,35.98,0.0,0.0,0.0,22.98,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,11.79,0.0,3.83,-9.75,2
9455,1,22-25,Partner,Unknown,Professional,Own Home,"<30,000, >=27,500",Yes,No,1996,Central,LE11 2PR,LE11,0.0,14.99,0.0,79.98,0.0,6.49,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,18.99,1.08,14.41,50.02,2
1570,Zero,55-60,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1996,Anglia,PE34 4NN,PE34,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,East Anglia,4.5,0.0,3.75,15.77,2
6445,Zero,41-45,Partner,Professional,Retired,Own Home,"<27,500, >=25,000",No,No,1991,Central,NG3 6HT,NG3,0.0,0.0,0.01,25.99,8.99,54.98,131.38,74.43,4.99,0.0,12.98,Female,East Midlands,7.0,46.46,50.13,148.08,2
1163,2,31-35,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1998,Carlton,HP13 6QG,HP13,0.0,34.49,19.98,66.95,0.0,30.98,0.0,61.46,0.0,0.0,0.0,Female,South East,24.28,15.41,26.57,60.17,2
2962,Zero,36-40,Partner,Professional,Unknown,Own Home,">=35,000",No,No,1996,Carlton,HP5 2EP,HP5,42.47,189.83,97.44,359.15,86.96,87.43,79.43,97.94,2.48,9.99,0.0,Female,South East,155.17,46.21,118.9,312.68,2
8678,1,45-50,Partner,Professional,Housewife,Own Home,"<22,500, >=20,000",No,No,1981,Granada,BB9 0BG,BB9,0.0,0.0,0.0,68.48,0.0,10.47,16.99,76.45,2.49,0.0,24.96,Male,North West,13.7,21.89,29.15,47.05,2
6387,3,31-35,Partner,Professional,Professional,Own Home,">=35,000",No,Yes,1997,Carlton,SM7 2AJ,SM7,0.0,34.49,64.96,0.0,135.85,0.0,0.0,0.0,29.99,0.0,0.0,Female,South East,47.06,5.0,27.64,46.02,2
11436,Zero,51-55,Partner,Professional,Other,Own Home,"<22,500, >=20,000",No,No,1970,Meridian,L7 4AF,L7,0.0,1.05,0.0,57.43,0.0,9.99,0.0,77.43,0.0,0.0,0.0,Female,North West,11.7,14.57,24.14,58.94,2
5693,Zero,22-25,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<27,500, >=25,000",Yes,No,1997,Central,L5 1AE,L5,0.0,0.0,0.0,0.0,48.93,43.45,0.0,31.98,0.0,0.0,0.0,Female,North West,9.79,12.57,20.73,58.76,2
3269,Zero,61-65,Single/Never Married,Unknown,Unknown,Own Home,"<12,500, >=10,000",No,No,1986,HTV,BS16 9BQ,BS16,0.0,242.92,0.0,86.93,0.0,31.46,0.0,149.9,18.92,0.0,13.48,Male,South West,65.97,35.63,47.87,121.66,2
9518,1,45-50,Partner,Professional,Professional,Own Home,">=35,000",No,No,1986,Carlton,SS6 8TD,SS6,0.0,0.0,29.99,32.48,59.46,27.94,179.36,12.97,0.0,0.0,109.48,Female,South East,24.39,54.96,52.04,90.06,2
6561,1,45-50,Partner,Other,Professional,Own Home,">=35,000",No,No,1969,Scottish TV,FK5 3EX,FK5,42.99,0.0,28.97,0.0,61.95,0.0,0.0,0.0,0.0,0.0,126.45,Female,Scotland,26.78,21.08,10.33,12.6,1
6635,Zero,22-25,Single/Never Married,Secretarial/Admin,Unknown,Own Home,">=35,000",No,No,1998,Carlton,TW12 2RD,TW12,0.0,0.0,0.0,101.96,0.0,0.0,21.49,98.41,0.0,0.0,0.0,Female,South East,20.39,19.98,36.98,69.33,2
8414,1,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1930,HTV,SA11 1HS,SA11,0.0,26.96,0.0,0.53,0.0,0.0,0.0,11.99,0.0,1.49,0.0,Female,Wales,5.5,2.25,2.09,37.47,2
6624,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1984,Yorkshire,LS19 7XQ,LS19,0.0,0.0,0.0,52.98,0.0,9.98,0.0,23.48,5.48,4.99,79.49,Male,Unknown,10.6,20.57,15.32,38.14,1
1857,Zero,61-65,Partner,Retired,Retired,Own Home,"<27,500, >=25,000",No,No,1994,Yorkshire,DN5 7RS,DN5,38.97,54.98,69.47,109.43,35.42,74.97,55.47,74.94,0.0,2.99,0.0,Female,Unknown,61.65,34.73,58.37,206.75,2
5564,1,41-45,Partner,Professional,Manual Worker,Rent from Council/HA,">=35,000",No,Yes,1978,Carlton,SL1 7AS,SL1,39.99,4.49,25.98,76.43,4.49,0.0,0.0,0.0,19.99,0.0,0.0,Female,South East,30.28,3.33,16.82,50.72,2
5153,Zero,45-50,Partner,Housewife,Business Manager,Own Home,"<30,000, >=27,500",No,No,1988,Meridian,M6 5EN,M6,0.0,116.48,0.0,13.99,0.0,14.99,0.0,19.98,0.0,0.0,0.0,Female,North West,26.09,5.83,8.16,9.53,2
4019,Zero,61-65,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1989,Anglia,CO5 8BX,CO5,0.0,144.46,0.0,50.47,46.47,0.0,5.99,0.0,10.99,0.0,0.0,Male,South East,48.28,2.83,18.99,82.96,2
6710,1,31-35,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,">=35,000",No,No,1987,Carlton,CR5 1JP,CR5,0.0,19.49,0.0,54.47,9.98,0.0,58.47,19.99,39.49,0.0,0.0,Male,South East,16.79,19.66,30.4,63.31,1
10238,Zero,55-60,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1997,Central,GL54 5LQ,GL54,0.0,104.97,29.99,105.93,29.99,104.91,0.0,0.0,19.99,0.0,20.99,Male,South West,54.18,24.32,43.47,146.21,2
4113,Zero,45-50,Partner,Secretarial/Admin,Retired,Own Home,"<20,000, >=17,500",No,No,1966,Granada,LL19 8RR,LL19,0.0,158.96,0.0,14.99,34.49,4.99,0.0,73.43,4.99,10.99,11.98,Female,Wales,41.69,17.73,22.15,111.43,2
10841,Zero,51-55,Partner,Professional,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1995,Yorkshire,S66 3YL,S66,0.0,0.0,84.47,0.0,0.0,14.49,0.0,61.45,9.97,0.0,140.93,Male,Unknown,16.89,37.81,14.32,55.08,1
5931,Zero,31-35,Single/Never Married,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1991,Scottish TV,FK13 6QS,FK13,0.0,51.47,79.44,70.38,17.44,5.97,0.0,33.38,0.0,0.0,0.0,Male,Scotland,43.75,6.56,21.2,67.06,2
262,Zero,51-55,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,Yes,1984,HTV,BS22 9SD,BS22,0.0,74.48,24.49,31.98,0.0,34.99,0.0,0.0,0.0,0.0,167.96,Female,South West,26.19,33.83,11.16,88.14,1
9109,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1984,Meridian,BH17 8BH,BH17,232.43,0.0,10.0,0.0,65.25,0.0,0.0,41.48,0.0,0.0,0.0,Female,South West,61.54,6.91,17.79,76.34,1
4321,1,45-50,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1978,Granada,PR6 7JT,PR6,0.0,0.0,57.98,0.0,47.34,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,21.06,0.0,7.89,52.99,2
4682,Zero,36-40,Partner,Professional,Other,Own Home,">=35,000",No,No,1991,Granada,WA3 2TB,WA3,116.97,0.0,84.93,0.0,38.45,0.0,0.0,23.97,0.0,0.0,0.0,Male,North West,48.07,4.0,10.4,-6.09,2
7182,Zero,26-30,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1996,Anglia,WA42 9RQ,WA42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,North West,0.0,0.0,0.0,49.43,2
5686,Zero,51-55,Single/Never Married,Business Manager,Unknown,Own Home,"<15,000, >=12,500",No,No,1956,Border,CA12 4TW,CA12,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North,0.0,0.0,0.0,-12.94,2
4325,1,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,No,1968,Unknown,CH63 5QD,CH63,94.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Unknown,18.99,0.0,0.0,8.74,2
8871,Zero,36-40,Divorced/Separated,Professional,Unknown,Own Home,">=35,000",No,No,1998,Carlton,WD7 9LB,WD7,0.0,150.92,0.0,106.43,25.0,18.98,31.47,0.0,28.46,4.49,0.0,Male,South East,56.47,13.9,35.06,120.07,2
4432,2,36-40,Divorced/Separated,Professional,Unknown,Own Home,"<10,000, >= 8,000",No,No,1986,Granada,M14 5HQ,M14,17.98,125.47,52.99,30.97,25.47,26.45,0.0,86.43,0.0,0.0,0.0,Female,North West,50.58,18.81,28.22,99.44,2
5709,1,45-50,Partner,Business Manager,Business Manager,Own Home,Unknown,No,No,1997,Tyne Tees,TS8 9XY,TS8,0.0,99.98,0.0,27.99,0.0,4.99,5.99,0.0,0.0,0.0,0.0,Female,North,25.59,1.83,6.5,36.97,2
2227,Zero,51-55,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<17,500, >=15,000",No,No,1995,Central,GL52 4UT,GL52,17.99,70.96,42.98,81.93,30.98,108.45,0.0,187.86,66.94,42.92,229.89,Female,South West,48.97,106.01,79.36,239.81,1
7231,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<25,000, >=22,500",No,No,1997,Meridian,M19 3XU,M19,0.0,0.0,0.0,0.0,0.0,0.0,131.9,0.0,0.0,0.0,0.0,Male,North West,0.0,21.98,21.98,121.87,2
533,Zero,61-65,Partner,Housewife,Secretarial/Admin,Own Home,"<15,000, >=12,500",No,No,1981,Yorkshire,S13 8ES,S13,0.0,72.47,0.0,126.92,9.49,148.34,0.0,89.39,0.0,0.0,16.98,Female,Unknown,41.78,42.45,62.36,162.79,2
8878,Zero,26-30,Single/Never Married,Professional,Unknown,Live in Parental Hom,"<17,500, >=15,000",No,No,1968,HTV,CF44 6RL,CF44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Wales,0.0,0.0,0.0,-9.11,2
3978,Zero,31-35,Partner,Business Manager,Manual Worker,Own Home,">=35,000",No,No,1994,Granada,WA5 2SG,WA5,0.0,105.01,0.0,12.45,0.0,0.0,0.0,0.0,2.49,0.0,0.0,Female,North West,23.49,0.42,2.49,37.76,2
6919,Zero,26-30,Partner,Manual Worker,Professional,Own Home,"<27,500, >=25,000",No,No,1988,Anglia,CO10 9HJ,CO10,0.0,0.0,22.99,0.0,0.0,0.0,29.46,0.0,0.0,3.98,0.0,Female,East Anglia,4.6,5.57,4.91,13.11,2
3055,3,41-45,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1985,Meridian,TN31 6BG,TN31,9.99,0.0,0.0,41.98,9.99,17.98,0.0,132.43,49.99,18.48,0.0,Female,South East,12.39,36.48,42.06,94.4,2
11285,2,36-40,Partner,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1993,Central,DE11 0LF,DE11,14.99,44.49,82.96,238.89,75.94,237.85,78.91,84.43,6.97,25.47,66.95,Female,East Midlands,91.45,83.43,120.5,295.56,2
2538,Zero,55-60,Partner,Retired,Other,Own Home,"<20,000, >=17,500",No,No,1997,Carlton,WD2 3JZ,WD2,67.99,112.45,51.98,61.97,49.48,152.4,11.97,17.49,0.0,10.48,0.0,Male,South East,68.77,32.06,48.89,143.61,2
1255,Zero,26-30,Single/Never Married,Professional,Unknown,Own Home,"<20,000, >=17,500",No,No,1994,Central,LE4 4HF,LE4,74.68,29.98,68.97,92.88,22.45,33.97,0.0,28.97,0.0,0.0,0.0,Female,East Midlands,57.79,10.49,29.71,114.44,2
2499,2,36-40,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1992,Granada,M27 4JU,M27,34.99,92.98,27.99,35.98,71.86,0.0,0.0,45.97,0.0,0.0,0.0,Female,North West,52.76,7.66,25.64,99.93,2
928,Zero,45-50,Partner,Manual Worker,Manual Worker,Rent from Council/HA,"<22,500, >=20,000",No,No,1973,Scottish TV,KA24 4DS,KA24,0.0,0.0,0.0,94.92,23.97,31.47,44.95,59.92,4.49,7.98,24.99,Male,Scotland,23.78,28.97,43.29,92.53,2
6334,Zero,65-70,Widowed,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1950,Central,NG5 4LR,NG5,0.0,63.98,0.0,27.49,0.0,59.48,0.0,25.98,0.0,0.0,0.0,Female,East Midlands,18.29,14.24,18.83,53.23,2
5150,Zero,36-40,Single/Never Married,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1994,Tyne Tees,NE7 7YL,NE7,0.0,0.51,0.0,20.97,0.0,7.99,0.0,27.96,11.99,2.24,0.0,Female,North,4.3,8.36,11.49,-5.54,2
6584,2,41-45,Partner,Manual Worker,Unknown,Own Home,"<25,000, >=22,500",No,No,1997,Central,GL2 5XA,GL2,135.94,293.09,328.24,8.14,97.66,139.85,0.01,28.93,40.95,0.0,35.46,Female,South West,172.61,40.87,52.59,204.13,2
10800,Zero,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1996,Central,NG10 1HJ,NG10,0.0,0.0,0.0,0.0,29.45,0.0,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,5.89,0.0,4.91,-8.49,2
10122,1,36-40,Single/Never Married,Professional,Unknown,Own Home,"<25,000, >=22,500",No,No,1996,Carlton,CR7 8JT,CR7,224.96,29.99,24.99,230.36,126.86,18.46,413.17,255.83,25.95,23.95,7.98,Female,South East,127.43,124.22,178.44,446.05,2
8764,1,45-50,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1998,Carlton,CR8 5JL,CR8,0.0,88.47,24.49,152.41,5.49,7.46,27.47,23.98,0.0,8.98,0.0,Male,South East,54.17,11.32,36.14,123.97,2
3000,Zero,26-30,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1997,Anglia,NN5 4AF,NN5,0.0,41.97,0.0,91.96,39.98,10.48,0.0,55.96,0.0,0.0,0.0,Female,East Midlands,34.78,11.07,33.06,89.97,2
8343,Zero,71+,Widowed,Housewife,Unknown,Own Home,"<12,500, >=10,000",No,No,1993,Tyne Tees,NE24 2EX,NE24,0.0,29.99,0.0,0.0,24.99,0.0,0.0,0.0,0.0,2.24,0.0,Female,North,11.0,0.37,4.17,-7.94,2
10812,Zero,51-55,Partner,Housewife,Business Manager,Own Home,"<27,500, >=25,000",No,No,1996,Meridian,M2 3QH,M2,0.0,23.98,0.0,0.0,0.0,0.0,0.0,72.96,0.0,0.0,0.0,Female,North West,4.8,12.16,12.16,56.27,2
11422,Zero,65-70,Partner,Retired,Housewife,Own Home,">=35,000",Yes,No,1973,Central,LE7 4TE,LE7,0.0,55.47,0.0,190.37,0.0,72.39,0.0,27.99,19.97,0.0,0.0,Male,East Midlands,49.17,20.06,51.79,99.69,2
10517,2,31-35,Partner,Housewife,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1994,Ulster,BT8 8SW,BT8,36.97,0.0,34.49,44.96,94.43,2.99,0.0,59.96,24.99,0.0,64.48,Female,Northern Ireland,42.17,25.4,37.89,104.13,2
